	Series1_NHBE_Mock_1	Series1_NHBE_Mock_2	Series1_NHBE_Mock_3
OGDH	2515	2255	3442
ZMIZ2	653	708	904
PPIA	28231	21197	32855
H2AFV	509	452	801
PURB	268	318	563
MIR4657	0	0	0
MYO1G	0	0	0
SNHG15	67	72	94
SNORA9	0	1	4
CCM2	644	625	885
NACAD	18	24	22
TBRG4	439	417	576
SNORA5A	0	1	0
SNORA5C	2	0	4
SNORA5B	1	1	7
RAMP3	0	0	0
ADCY1	49	43	64
SEPT7P2	47	64	72
IGFBP1	0	0	0
IGFBP3	1372	1528	1930
TNS3	513	560	867
C7orf65	0	0	0
LINC00525	0	0	0
PKD1L1	3	5	3
C7orf69	0	0	0
HUS1	200	146	321
SUN3	0	3	1
C7orf57	0	1	2
UPP1	906	935	1381
ABCA13	37	48	46
CDC14C	0	0	0
VWC2	0	0	0
ZPBP	0	0	0
IKZF1	0	1	0
FIGNL1	101	78	175
DDC	0	0	0
GRB10	434	370	607
COBL	273	269	413
POM121L12	0	0	0
VSTM2A	0	0	0
SEC61G	250	331	910
EGFR	4763	4536	7865
EGFR-AS1	6	5	4
LANCL2	238	170	286
VOPP1	528	510	806
sep-14	0	0	0
ZNF713	49	54	68
MRPS17	654	455	863
PSPH	160	199	332
CCT6A	2933	2728	5207
SNORA15	0	0	0
SUMF2	1292	1379	1901
PHKG1	4	9	4
CHCHD2	1634	1521	2324
LOC650226	0	0	0
DKFZp434L192	0	0	0
LOC100130849	0	0	0
MIR4283-1	0	0	0
MIR4283-2	0	0	0
ZNF479	0	0	0
GUSBP10	0	0	0
MIR3147	0	0	0
ZNF716	0	0	0
ZNF733P	0	0	0
LOC100287834	0	0	0
LOC100287704	0	0	0
ZNF727	10	3	4
ZNF735	0	0	0
ZNF679	0	0	0
ZNF736	35	37	72
ZNF680	51	77	209
LOC641746	0	0	0
ZNF107	74	100	235
ZNF138	46	71	137
ZNF273	33	36	76
ZNF117	83	173	404
ERV3-1	153	180	229
CCT6P3	4	6	19
ZNF92	37	34	129
LOC441242	5	1	0
CCT6P1	19	27	26
SNORA22	1	5	4
VKORC1L1	151	149	276
GUSB	329	278	373
ASL	325	343	446
CRCP	436	395	659
TPST1	216	186	266
LINC00174	29	32	62
KCTD7	90	112	130
RABGEF1	516	443	850
GTF2IRD1P1	1	1	0
TMEM248	1044	1013	1643
SBDS	1782	2065	4182
TYW1	341	331	534
MIR4650-2	0	0	0
MIR4650-1	0	0	0
PMS2P4	17	8	26
STAG3L4	152	104	205
AUTS2	472	473	695
MIR3914-1	0	0	0
MIR3914-2	0	0	0
CALN1	0	1	0
TYW1B	8	4	7
SBDSP1	322	308	825
SPDYE7P	0	0	0
POM121	528	449	680
NSUN5P2	74	69	106
LOC541473	0	0	0
STAG3L3	121	94	164
SPDYE8P	0	0	0
GTF2IP1	0	0	0
NCF1B	2	0	0
NSUN5	85	84	107
TRIM50	0	0	0
FKBP6	3	0	0
FZD9	0	1	8
BAZ1B	1792	1507	2540
BCL7B	351	391	539
TBL2	452	406	708
MLXIPL	1	4	5
VPS37D	7	7	16
DNAJC30	91	110	175
STX1A	238	207	282
MIR4284	0	0	0
ABHD11	110	103	127
CLDN3	0	1	0
CLDN4	716	683	953
ELN	0	0	0
LIMK1	665	714	998
EIF4H	4905	4123	6434
MIR590	4	4	9
LAT2	6	18	20
RFC2	185	175	283
CLIP2	295	254	481
GTF2IRD1	396	321	508
GTF2I	3713	3438	5183
NCF1	3	3	4
GTF2IRD2	5	3	0
STAG3L2	14	12	39
PMS2P5	13	6	9
GTF2IRD2B	11	9	9
NCF1C	0	0	0
STAG3L1	0	2	0
TRIM73	0	0	0
TRIM74	0	0	0
NSUN5P1	66	81	94
POM121C	650	566	749
SPDYE5	0	1	0
PMS2P3	18	31	24
HIP1	358	319	547
CCL26	17	19	35
CCL24	0	0	0
RHBDD2	395	475	570
POR	944	979	1276
MIR4651	0	0	0
SNORA14A	0	1	0
TMEM120A	204	181	199
STYXL1	332	307	519
MDH2	1601	1609	2346
SRRM3	12	16	17
HSPB1	8609	10621	13692
YWHAG	3429	3088	5560
ZP3	54	32	64
DTX2	814	857	1006
UPK3B	28	39	40
LOC100133091	32	30	50
POMZP3	82	62	77
DTX2P1-UPK3BP1-PMS2P11	42	57	78
CCDC146	65	84	135
FGL2	0	0	0
PTPN12	2267	2361	4672
RSBN1L	113	98	198
TMEM60	94	97	245
PHTF2	154	139	306
MAGI2	15	23	36
RPL13AP17	0	0	0
MIR548AU	0	0	0
MAGI2-AS2	0	0	0
MAGI2-AS3	100	106	309
MIR548M	0	0	0
GNAI1	272	329	761
GNAT3	0	0	0
CD36	18	20	27
SEMA3C	4417	3951	6679
HGF	0	0	0
CACNA2D1	21	21	48
PCLO	204	167	262
SEMA3E	68	71	125
SEMA3A	924	804	1271
SEMA3D	2	2	6
GRM3	0	0	0
KIAA1324L	42	23	37
DMTF1	675	673	1107
TMEM243	20	19	52
TP53TG1	260	266	368
CROT	405	327	643
ABCB4	0	0	1
ABCB1	0	0	1
RUNDC3B	0	2	0
SLC25A40	46	49	98
DBF4	126	127	262
ADAM22	3	1	0
SRI	1065	993	1659
STEAP4	377	338	522
ZNF804B	0	1	0
DPY19L2P4	0	0	0
STEAP1	90	88	164
STEAP2	72	71	118
GTPBP10	130	141	285
CLDN12	449	564	1279
CDK14	347	289	609
FZD1	189	145	258
AKAP9	1084	1098	2252
CYP51A1	1704	1684	2866
LRRD1	1	0	5
KRIT1	330	393	791
ANKIB1	1031	905	1738
GATAD1	338	365	588
PEX1	336	350	601
RBM48	112	101	207
FAM133B	0	0	2
FAM133DP	0	0	0
CDK6	1203	1201	2545
SAMD9	992	1327	3021
SAMD9L	128	146	293
HEPACAM2	1	0	0
CALCR	0	0	0
MIR653	0	0	0
MIR489	0	0	0
MIR4652	0	0	0
TFPI2	970	864	1525
GNGT1	0	0	0
GNG11	4	3	8
BET1	95	100	208
COL1A2	25	21	9
CASD1	20	15	54
SGCE	111	120	122
PEG10	138	132	214
PPP1R9A	9	6	22
PON1	0	0	0
PON3	3	2	5
PON2	1366	1175	2092
ASB4	0	2	0
PDK4	29	35	56
DYNC1I1	29	18	25
SLC25A13	329	315	531
MIR591	0	0	0
DLX6-AS1	0	0	0
DLX6	0	0	0
DLX5	21	9	15
TAC1	0	0	0
ASNS	104	83	205
OCM2	0	0	0
LMTK2	607	673	997
BHLHA15	2	0	0
TECPR1	166	163	255
BRI3	691	600	985
BAIAP2L1	1664	1393	2297
NPTX2	0	0	2
TMEM130	2	0	4
TRRAP	946	800	1275
MIR3609	0	0	0
SMURF1	2159	1940	3088
KPNA7	69	62	62
MYH16	151	123	188
ARPC1A	2357	1821	3213
ARPC1B	2929	2847	3813
PDAP1	3298	3416	5252
BUD31	1200	1074	1567
PTCD1	3	3	1
CPSF4	205	236	332
ZNF789	22	20	41
ZNF394	206	196	296
ZKSCAN5	262	220	461
FAM200A	58	56	98
ZNF655	416	436	794
ZSCAN25	174	173	356
CYP3A5	16	18	26
CYP3A7	0	0	0
CYP3A4	3	0	2
CYP3A43	0	0	0
OR2AE1	0	0	0
TRIM4	493	431	774
GJC3	1	0	0
AZGP1	15	9	17
AZGP1P1	0	0	0
ZKSCAN1	1458	1273	2165
ZSCAN21	133	106	186
ZNF3	409	338	566
COPS6	1317	995	1682
MCM7	699	648	972
MIR25	1	5	1
MIR93	0	0	0
MIR106B	0	0	0
AP4M1	131	102	173
TAF6	350	351	547
CNPY4	142	108	163
MBLAC1	1	5	6
LAMTOR4	239	279	424
C7orf43	147	160	229
MIR4658	0	0	0
GAL3ST4	41	48	54
GPC2	16	17	35
STAG3	1	5	8
PVRIG	0	0	0
SPDYE3	2	2	0
PMS2P1	101	57	116
PILRB	463	531	719
PILRA	2	3	6
ZCWPW1	56	52	78
MEPCE	372	367	571
PPP1R35	140	111	203
C7orf61	5	9	9
TSC22D4	440	429	696
NYAP1	22	26	42
AGFG2	132	89	143
SAP25	8	19	15
LRCH4	404	486	592
FBXO24	6	4	9
PCOLCE-AS1	2	3	4
PCOLCE	10	14	27
MOSPD3	119	145	170
TFR2	6	6	11
ACTL6B	0	0	0
GNB2	1232	1119	1579
GIGYF1	465	514	684
POP7	227	171	351
EPO	0	3	2
ZAN	0	0	0
EPHB4	1089	1020	1600
SLC12A9	112	153	172
TRIP6	696	695	998
SRRT	1322	1225	1848
UFSP1	3	3	5
ACHE	6	17	21
MUC12	0	0	3
MUC17	1	0	0
TRIM56	189	160	250
SERPINE1	20337	18322	29576
AP1S1	1974	1510	2851
MIR4653	13	7	22
VGF	0	0	0
NAT16	0	0	0
MOGAT3	0	0	0
PLOD3	983	943	1224
ZNHIT1	527	531	870
CLDN15	65	67	96
FIS1	1462	1264	1983
COL26A1	1	0	0
MYL10	0	0	0
CUX1	1180	1048	1710
SH2B2	9	20	24
MIR4285	0	0	0
SPDYE6	0	0	0
LOC100289561	3	3	6
LOC100630923	0	0	0
PRKRIP1	17	6	3
ORAI2	143	137	205
ALKBH4	90	76	106
LRWD1	129	176	208
MIR5090	0	0	0
MIR4467	1	0	0
POLR2J	883	776	1104
POLR2J3	403	372	441
SPDYE2	0	0	0
RASA4	5	6	0
POLR2J2	0	0	1
FAM185A	57	59	89
FBXL13	6	6	0
LRRC17	3	5	16
ARMC10	290	242	440
NAPEPLD	89	64	157
RPL19P12	2	1	1
DPY19L2P2	2	11	1
PMPCB	783	745	1255
DNAJC2	510	475	925
PSMC2	2849	2295	3478
SLC26A5	0	0	0
RELN	2	1	7
ORC5	201	165	360
LHFPL3	0	0	0
LHFPL3-AS1	0	0	0
LHFPL3-AS2	0	0	0
SRPK2	1211	1027	1793
PUS7	296	249	482
RINT1	147	181	406
EFCAB10	2	3	5
ATXN7L1	152	143	207
CDHR3	4	0	2
SYPL1	1374	1195	2068
NAMPT	1882	1973	3857
CCDC71L	76	91	155
PIK3CG	0	0	0
PRKAR2B	0	0	0
HBP1	547	472	983
COG5	785	683	1422
GPR22	0	0	0
DUS4L	72	51	106
BCAP29	486	520	1141
SLC26A4-AS1	0	0	0
SLC26A4	0	2	4
CBLL1	508	461	744
SLC26A3	0	0	0
DLD	1105	1178	2210
LAMB1	5014	4339	6693
LAMB4	5	5	14
NRCAM	31	25	57
PNPLA8	309	328	585
THAP5	64	78	178
DNAJB9	108	140	302
C7orf66	0	0	0
EIF3IP1	1	0	0
IMMP2L	204	169	279
LRRN3	0	0	2
DOCK4	177	146	291
ZNF277	119	122	428
IFRD1	307	310	580
TMEM168	258	197	407
GPR85	22	19	59
PPP1R3A	0	0	0
FOXP2	2	5	9
MIR3666	0	0	0
MDFIC	115	115	209
TFEC	6	8	19
TES	1260	1114	1999
CAV2	2154	1826	2721
CAV1	7961	7157	13797
MET	5021	4515	7133
CAPZA2	530	573	1487
ST7-AS1	4	1	4
ST7	303	233	326
ST7-OT4	7	3	2
ST7-AS2	1	2	0
ST7-OT3	0	0	0
WNT2	0	0	0
ASZ1	0	0	0
CFTR	3	3	2
CTTNBP2	74	47	92
NAA38	862	653	1091
ANKRD7	0	0	0
KCND2	0	0	0
TSPAN12	29	19	22
ING3	59	53	109
CPED1	1	1	1
WNT16	0	1	1
FAM3C	2924	2395	3577
PTPRZ1	143	145	216
AASS	234	254	412
FEZF1	0	0	0
FEZF1-AS1	0	0	0
CADPS2	24	17	53
RNF133	0	0	0
RNF148	0	0	0
TAS2R16	0	0	0
SLC13A1	0	0	0
IQUB	1	1	2
NDUFA5	402	336	607
ASB15	0	0	0
LMOD2	0	0	0
WASL	746	765	1289
HYAL4	3	3	4
SPAM1	0	0	0
TMEM229A	0	0	0
GPR37	34	42	38
POT1	199	248	451
GRM8	0	0	0
MIR592	0	0	0
ZNF800	74	100	272
GCC1	371	361	684
ARF5	1293	1157	1934
FSCN3	4	2	3
PAX4	0	0	0
SND1	2774	2380	3677
SND1-IT1	1	1	0
LRRC4	204	203	299
MIR593	0	0	3
MIR129-1	0	0	0
LEP	15	14	21
MGC27345	84	62	140
RBM28	530	406	602
PRRT4	1	3	2
IMPDH1	1266	1172	1929
HILPDA	537	473	705
METTL2B	231	199	378
FAM71F2	19	43	28
FAM71F1	1	1	0
CALU	5764	4947	7942
OPN1SW	0	0	0
CCDC136	23	15	32
FLNC	49	49	61
ATP6V1F	1570	1287	2078
KCP	7	23	25
IRF5	192	220	363
TNPO3	1243	1029	1737
TPI1P2	9	4	11
LOC407835	4	1	2
TSPAN33	14	24	25
SMO	157	155	216
AHCYL2	318	291	517
STRIP2	173	193	286
SMKR1	2	1	0
NRF1	98	103	163
MIR182	0	0	1
MIR96	0	0	0
MIR183	0	0	0
UBE2H	4693	4184	7366
ZC3HC1	155	163	219
KLHDC10	480	449	811
TMEM209	208	155	292
CPA2	1	2	4
CPA4	2558	2692	4045
CPA5	1	4	1
CPA1	0	0	0
CEP41	171	148	262
MEST	148	108	189
MESTIT1	1	0	2
MIR335	0	0	0
COPG2	272	180	354
TSGA13	0	0	0
KLF14	0	0	0
MIR29A	0	0	0
MIR29B1	0	0	0
MKLN1	663	602	1138
PODXL	35	29	48
PLXNA4	5	2	9
FLJ40288	0	0	0
CHCHD3	841	750	1341
EXOC4	1288	1037	1882
LRGUK	3	11	13
SLC35B4	279	242	404
AKR1B1	564	467	799
AKR1B10	778	701	1186
AKR1B15	4	7	11
BPGM	461	403	785
CALD1	5478	4822	8394
AGBL3	4	0	1
TMEM140	40	35	48
WDR91	429	414	568
STRA8	0	1	0
CNOT4	776	712	1124
NUP205	1233	1108	1972
SLC13A4	2	0	7
FAM180A	1	1	3
LUZP6	0	0	0
MTPN	0	0	0
CHRM2	0	0	0
LOC349160	0	0	0
MIR490	0	0	0
PTN	0	0	1
DGKI	5	7	20
CREB3L2	1247	1255	1985
LOC100130880	0	0	0
AKR1D1	0	1	0
MIR4468	0	0	0
TRIM24	416	354	599
SVOPL	8	4	2
ATP6V0A4	22	19	21
TMEM213	0	0	0
KIAA1549	86	86	150
ZC3HAV1L	40	28	100
ZC3HAV1	1526	1673	3207
TTC26	64	49	97
UBN2	282	294	514
LUC7L2	18	34	49
C7orf55-LUC7L2	0	0	0
LOC100129148	33	47	42
KLRG2	8	9	17
CLEC2L	0	0	0
HIPK2	1575	1302	2306
TBXAS1	13	6	13
PARP12	219	221	308
SLC37A3	421	333	542
RAB19	2	5	0
MKRN1	1490	1265	2174
DENND2A	4	5	6
ADCK2	156	144	187
NDUFB2-AS1	6	5	10
NDUFB2	312	249	438
BRAF	151	137	235
MRPS33	389	326	522
TMEM178B	4	5	7
AGK	431	359	593
KIAA1147	687	676	1110
WEE2	0	0	0
SSBP1	1846	1500	2690
TAS2R3	5	0	0
TAS2R4	0	2	1
TAS2R5	28	14	19
PRSS37	2	1	1
OR9A4	0	0	0
CLEC5A	0	0	0
TAS2R38	0	0	0
MGAM	5	11	15
MOXD2P	0	0	0
PRSS58	0	0	0
MTRNR2L6	0	0	0
PRSS1	0	0	0
PRSS3P2	0	0	0
EPHB6	12	11	13
TRPV6	1	7	10
TRPV5	0	0	0
KEL	4	2	0
OR9A2	0	0	0
OR6V1	0	0	0
OR6W1P	0	0	0
PIP	10	6	12
TAS2R39	0	0	0
TAS2R40	0	0	0
GSTK1	938	817	1337
TMEM139	70	94	137
CASP2	460	466	668
CLCN1	8	9	5
FAM131B	34	19	23
ZYX	2758	2828	3695
EPHA1	414	350	625
EPHA1-AS1	9	12	9
TAS2R60	0	0	0
TAS2R41	0	0	0
LOC154761	0	8	4
OR2F2	0	0	0
OR2F1	0	0	0
OR6B1	0	0	0
OR2A5	0	0	0
OR2A25	0	0	0
OR2A12	0	0	0
OR2A2	0	0	0
OR2A14	0	0	0
CTAGE4	2	1	3
ARHGEF35	57	55	92
OR2A42	0	0	0
OR2A1	0	0	0
OR2A9P	0	0	0
OR2A20P	0	0	0
OR2A7	0	0	0
ARHGEF5	665	603	851
NOBOX	0	0	0
TPK1	14	24	18
CNTNAP2	55	71	136
MIR548AQ	0	0	0
MIR548I4	0	0	0
MIR548F4	0	0	0
MIR548F3	0	0	0
MIR548T	0	0	0
C7orf33	0	0	0
CUL1	1022	903	1570
EZH2	204	171	330
PDIA4	4611	4330	6513
ZNF786	95	84	170
ZNF425	50	50	58
ZNF398	265	252	388
ZNF282	222	258	407
ZNF212	57	57	133
ZNF783	120	134	219
LOC155060	29	45	56
ZNF777	362	334	521
ZNF746	323	283	497
KRBA1	180	186	235
ZNF467	44	65	59
SSPO	4	7	3
ZNF862	283	344	391
ATP6V0E2-AS1	4	4	9
ATP6V0E2	153	165	210
ACTR3C	22	17	25
LRRC61	66	71	79
RARRES2	0	0	0
REPIN1	282	253	345
ZNF775	16	16	26
LOC728743	43	34	72
GIMAP8	1	0	0
GIMAP7	0	0	0
GIMAP4	0	0	0
GIMAP6	0	0	0
GIMAP2	1	1	5
GIMAP1-GIMAP5	0	0	0
GIMAP1	0	0	0
GIMAP5	0	0	0
TMEM176B	0	0	0
TMEM176A	0	0	0
KCNH2	1	1	2
NOS3	4	6	3
ATG9B	75	80	102
ABCB8	216	249	404
ASIC3	39	30	45
CDK5	294	221	345
SLC4A2	698	737	986
FASTK	254	298	462
TMUB1	185	261	323
AGAP3	735	819	1213
GBX1	0	0	0
ASB10	0	0	0
ABCF2	1103	915	1510
CHPF2	594	596	918
MIR671	0	0	0
SMARCD3	82	95	139
NUB1	1261	1152	1709
WDR86	1	0	0
WDR86-AS1	3	0	0
CRYGN	0	0	0
MIR3907	0	0	0
RHEB	736	734	1476
PRKAG2	399	373	603
PRKAG2-AS1	0	0	0
GALNTL5	0	0	0
GALNT11	705	687	1034
FABP5P3	0	0	1
XRCC2	31	30	47
ACTR3B	35	35	71
DPP6	0	0	0
PAXIP1	461	425	616
HTR5A	0	0	0
INSIG1	693	702	1076
EN2	1	0	0
CNPY1	0	0	0
RBM33	859	884	1468
SHH	0	0	0
LOC285889	0	0	0
LINC00244	0	0	0
RNF32	7	7	11
LMBR1	293	260	499
NOM1	484	456	673
MNX1	0	0	1
UBE3C	2035	1688	3076
DNAJB6	2332	1870	2957
PTPRN2	11	13	14
MIR153-2	0	0	0
LOC100506585	0	0	0
MIR595	0	0	0
MIR5707	0	0	0
NCAPG2	165	173	312
ESYT2	2038	1833	2589
WDR60	405	410	719
LINC00689	0	1	0
VIPR2	0	0	0
LOC389831	0	0	0
OR4F21	0	0	0
RPL23AP53	68	69	111
ZNF596	26	29	38
FBXO25	172	132	342
ERICH1	262	269	420
LOC286083	0	0	0
DLGAP2	0	0	0
CLN8	420	397	652
MIR596	0	0	0
ARHGEF10	535	596	823
KBTBD11	9	16	16
MYOM2	76	64	95
CSMD1	0	0	0
LOC100287015	36	41	45
MCPH1	289	257	550
ANGPT2	5	4	0
AGPAT5	247	240	499
MIR4659A	0	0	0
MIR4659B	0	0	0
XKR5	0	0	0
DEFB1	198	161	265
DEFA6	0	0	0
DEFA4	0	0	0
DEFA8P	0	0	0
DEFA9P	0	0	0
DEFA10P	0	0	0
DEFA1	0	0	0
DEFA1B	0	0	0
DEFT1P	0	0	0
DEFT1P2	0	0	0
DEFA3	0	0	0
DEFA11P	0	0	0
DEFA5	0	0	0
FAM66B	2	2	13
USP17L4	0	0	0
ZNF705G	0	0	0
DEFB4B	0	0	0
DEFB103B	0	0	0
DEFB103A	0	0	0
SPAG11B	0	0	4
DEFB104B	0	0	0
DEFB104A	0	0	0
DEFB106A	0	0	0
DEFB106B	0	0	0
DEFB105A	0	0	0
DEFB105B	0	0	0
DEFB107B	0	0	0
DEFB107A	0	0	0
FAM90A7P	0	0	0
FAM90A10P	0	0	0
SPAG11A	0	0	0
DEFB4A	0	0	0
ZNF705B	0	0	0
FAM66E	0	0	0
USP17L8	0	0	0
USP17L3	0	0	0
MIR548I3	0	0	0
FAM86B3P	28	45	54
CLDN23	33	22	22
MFHAS1	198	166	334
ERI1	47	54	170
MIR4660	0	0	0
PPP1R3B	236	227	450
LOC157273	0	0	0
TNKS	457	463	722
MIR597	0	0	0
LINC00599	0	0	0
MIR124-1	0	0	0
MSRA	56	62	96
PRSS55	0	0	0
RP1L1	10	3	10
C8orf74	0	0	0
SOX7	673	573	737
PINX1	228	165	275
MIR1322	0	0	0
XKR6	11	18	17
MIR598	0	0	0
MTMR9	236	219	473
SLC35G5	1	2	0
TDH	1	0	0
FAM167A	31	25	30
BLK	0	0	0
LINC00208	0	0	0
GATA4	0	0	0
NEIL2	114	126	170
FDFT1	6627	5343	8206
CTSB	31208	27313	38068
DEFB136	0	0	0
DEFB135	0	0	0
DEFB134	0	0	0
ZNF705D	0	0	0
FAM66D	1	3	2
LOC392196	0	0	0
USP17L7	0	0	0
USP17L2	0	0	0
FAM90A2P	0	0	0
FAM86B1	7	8	7
FAM66A	0	0	0
LOC649352	0	0	0
FAM90A25P	1	0	0
FAM86B2	1	3	1
LOC100506990	72	47	94
LOC729732	0	0	4
LONRF1	51	64	107
MIR3926-1	0	0	0
MIR3926-2	0	0	0
LOC340357	0	0	0
DLC1	60	57	106
C8orf48	54	44	68
SGCZ	0	0	0
MIR383	0	0	0
TUSC3	983	996	1623
MSR1	0	0	0
FGF20	0	0	0
ZDHHC2	103	113	232
CNOT7	720	698	1375
VPS37A	373	319	757
MTMR7	0	3	0
SLC7A2	4	16	7
PDGFRL	0	0	0
MTUS1	1177	1161	1916
FGL1	0	0	0
PCM1	890	888	1653
ASAH1	1726	1515	2797
NAT1	98	73	179
NAT2	3	0	2
PSD3	1042	811	1506
LOC100128993	0	0	0
SH2D4A	329	317	438
CSGALNACT1	19	24	58
INTS10	548	503	829
LPL	0	0	0
SLC18A1	0	0	0
ATP6V1B2	1471	1294	2217
LZTS1	2	2	4
LZTS1-AS1	0	0	0
GFRA2	0	0	0
DOK2	0	0	0
XPO7	997	869	1714
NPM2	8	17	13
FGF17	1	0	0
FAM160B2	675	653	942
NUDT18	59	75	74
HR	99	111	150
REEP4	310	361	499
LGI3	13	15	21
SFTPC	0	0	0
BMP1	1808	1716	2310
PHYHIP	45	58	78
MIR320A	0	0	0
POLR3D	313	276	424
PIWIL2	2	4	1
SLC39A14	755	713	1242
PPP3CC	334	302	549
SORBS3	730	798	1195
PDLIM2	226	227	342
C8orf58	187	167	270
BIN3	337	324	507
EGR3	31	21	11
PEBP4	0	0	0
RHOBTB2	1647	1438	2024
TNFRSF10B	3512	3155	4798
LOC286059	1	1	1
LOC254896	1	0	0
TNFRSF10C	96	128	171
TNFRSF10D	937	916	1599
TNFRSF10A	357	344	544
LOC389641	18	19	28
CHMP7	429	418	750
R3HCC1	192	187	309
LOXL2	1718	1705	2319
LOC100507156	8	10	0
ENTPD4	833	925	1444
SLC25A37	295	276	402
NKX3-1	38	60	90
NKX2-6	0	0	0
STC1	507	365	683
ADAM28	379	350	564
ADAMDEC1	0	0	0
ADAM7	0	0	0
NEFM	17	14	15
NEFL	12	12	16
DOCK5	1444	1267	2097
GNRH1	10	18	29
KCTD9	712	583	1245
CDCA2	59	85	98
EBF2	0	0	0
PPP2R2A	909	858	1804
BNIP3L	999	1043	2418
PNMA2	0	0	0
DPYSL2	218	148	318
ADRA1A	0	0	0
STMN4	0	0	0
TRIM35	318	286	519
PTK2B	1892	1841	2562
CHRNA2	0	0	0
EPHX2	93	69	124
CLU	370	303	453
SCARA3	235	295	340
MIR3622B	0	0	0
MIR3622A	0	0	0
CCDC25	688	597	1041
ESCO2	9	12	27
PBK	53	66	145
SCARA5	0	0	0
MIR4287	0	0	0
NUGGC	1	0	0
ELP3	431	424	660
PNOC	0	0	4
ZNF395	914	986	1497
FBXO16	63	62	89
FZD3	131	146	246
MIR4288	0	0	0
EXTL3	1277	1163	1614
INTS9	214	212	331
HMBOX1	200	166	308
KIF13B	403	336	511
DUSP4	945	772	1498
LINC00589	20	23	47
MIR3148	0	0	0
MIR548O2	0	0	0
LEPROTL1	425	499	833
MBOAT4	0	0	0
DCTN6	718	557	904
RBPMS	369	378	561
GTF2E2	568	564	983
SMIM18	0	0	0
GSR	1188	1068	1746
UBXN8	112	90	159
PPP2CB	924	858	1564
TEX15	1	2	7
PURG	0	0	0
WRN	143	169	320
NRG1	233	182	198
NRG1-IT3	0	0	0
FUT10	171	124	262
MAK16	360	314	513
TTI2	119	106	161
RNF122	65	52	72
DUSP26	0	0	0
UNC5D	0	2	1
KCNU1	0	3	2
ZNF703	243	238	309
ERLIN2	965	845	1551
LOC728024	8	5	7
BRF2	151	147	235
RAB11FIP1	1981	1758	2956
GOT1L1	0	0	0
ADRB3	0	0	0
EIF4EBP1	526	448	587
ASH2L	637	578	889
STAR	4	4	5
LSM1	454	342	708
BAG4	173	201	374
DDHD2	774	687	1133
LETM2	150	128	237
FGFR1	93	90	115
C8orf86	0	0	0
TACC1	453	446	766
PLEKHA2	512	517	1007
HTRA4	0	1	0
TM2D2	703	614	1017
ADAM9	12218	10645	18082
ADAM32	11	12	22
ADAM5	0	0	0
ADAM3A	0	0	0
LOC100130964	0	0	0
ADAM18	0	0	0
ADAM2	0	0	0
IDO1	13	18	36
IDO2	0	0	0
ZMAT4	0	0	0
SFRP1	886	760	1380
GOLGA7	523	431	793
GINS4	113	93	147
NKX6-3	0	0	0
ANK1	26	23	19
KAT6A	986	885	1393
AP3M2	442	344	604
PLAT	221	193	293
IKBKB	456	484	689
POLB	474	389	565
DKK4	0	1	1
VDAC3	1253	956	1510
SLC20A2	924	862	1401
CHRNB3	1	0	0
CHRNA6	0	0	0
THAP1	161	139	232
RNF170	392	346	534
MIR4469	0	0	0
HOOK3	508	496	832
FNTA	467	457	1056
HGSNAT	1482	1331	1685
POTEA	0	0	0
LINC00293	0	0	0
LOC100287846	0	1	4
CEBPD	39	103	110
PRKDC	2727	2261	4041
MCM4	546	521	885
UBE2V2	504	407	944
EFCAB1	2	1	2
SNAI2	2448	2409	4390
SNTG1	0	0	0
PXDNL	5	0	2
PCMTD1	402	463	830
ST18	2	3	0
RB1CC1	503	520	1278
NPBWR1	1	0	0
OPRK1	0	0	0
ATP6V1H	404	484	980
RGS20	112	108	203
TCEA1	610	569	1060
LYPLA1	567	644	1198
MRPL15	324	280	469
SOX17	0	0	0
RP1	6	4	12
XKR4	1	0	0
SBF1P1	0	0	0
TMEM68	139	216	451
TGS1	297	330	533
LYN	447	408	804
RPS20	7687	6276	10223
SNORD54	1	8	8
MOS	0	0	0
PLAG1	71	71	94
CHCHD7	496	436	647
SDR16C5	41	37	68
PENK	0	0	0
IMPAD1	638	703	960
LOC286177	0	0	0
LINC00588	0	0	0
FAM110B	3	5	8
UBXN2B	237	219	493
CYP7A1	0	0	0
SDCBP	2468	1937	3208
NSMAF	620	527	860
TOX	2	0	1
CA8	0	0	1
RAB2A	977	861	1783
CHD7	652	523	822
LOC100130298	0	0	0
CLVS1	4	22	0
ASPH	3097	2966	4897
MIR4470	0	0	0
NKAIN3	0	0	0
GGH	114	101	230
TTPA	0	0	0
YTHDF3	1020	987	1798
MIR124-2	0	0	0
LOC401463	0	0	0
BHLHE22	0	0	0
CYP7B1	3	4	4
LINC00251	0	0	0
ARMC1	194	209	390
MTFR1	248	214	462
PDE7A	309	262	551
DNAJC5B	0	0	0
TRIM55	6	1	5
CRH	0	0	0
RRS1	477	426	689
ADHFE1	12	13	28
MYBL1	39	34	57
VCPIP1	305	313	474
C8orf44	18	17	41
C8orf44-SGK3	0	0	0
SGK3	0	0	0
PTTG3P	0	0	0
MCMDC2	9	10	12
SNHG6	121	98	290
SNORD87	0	0	1
TCF24	0	0	0
PPP1R42	0	0	0
COPS5	586	425	749
CSPP1	225	150	320
ARFGEF1	1136	1334	2601
CPA6	11	5	12
PREX2	0	0	0
C8orf34	2	3	9
SULF1	44	24	41
SLCO5A1	0	0	4
PRDM14	0	0	0
NCOA2	383	313	537
