	logFC	logCPM	F	PValue	FDR
TOR1A	0.0163667999351459	5.79568069295982	0.0298176532678938	0.865331401567437	0.950233402189635
HOXB3	-0.0470276148359476	1.78360942334972	0.0297417464991813	0.865501112768323	0.950233402189635
HSD3B7	0.0678099883771439	0.721990595807585	0.0296548096565159	0.865695759582175	0.950233402189635
ATP13A3	-0.0249941018388934	6.27519392569082	0.0296540078429349	0.865697556167706	0.950233402189635
SCARNA17	-0.131432191891408	-1.03665186407546	0.0296517897435833	0.865702526287903	0.950233402189635
BARD1	-0.0525738020622026	0.917681249115136	0.029648938492584	0.865708915399846	0.950233402189635
XYLT2	-0.0239419873157446	6.12500257929509	0.0295959549437295	0.865827699185211	0.950233402189635
ACBD3	0.0160710305449457	7.06009897975198	0.0295800633950796	0.865863347817767	0.950233402189635
INTS6	0.0166019832991241	6.45713424726659	0.0295793862231103	0.865864867099622	0.950233402189635
POFUT2	-0.0184897966938166	5.40682709247844	0.0295600004984746	0.865908367915688	0.950233402189635
ACOT8	-0.0257109569109338	3.3248394522147	0.0295265469991273	0.865983470893564	0.950233402189635
LRRC37A6P	0.113580148485713	-0.787079815695491	0.0295028109106429	0.866036784941268	0.950233402189635
SCGB1A1	-0.0755298550831212	0.117031135845961	0.0294770465707723	0.866094679724839	0.950233402189635
PPIL4	-0.0184477799977356	5.49732521234847	0.0294745116333953	0.866100377366553	0.950233402189635
WDR90	-0.039686401015903	2.20945214427716	0.0293290927801617	0.866427651574933	0.950406665533208
MYCBP2-AS1	0.160101920851343	-1.26660016831806	0.029302129699348	0.866488425563234	0.950406665533208
MEX3B	0.0561935834946792	0.826633425236811	0.0292816904461709	0.866534514253837	0.950406665533208
HBP1	-0.0190667510428363	5.6567165128538	0.0292465781766441	0.866613728028372	0.950406665533208
FH	-0.0166071081251276	5.81286435657772	0.0292286126045933	0.866654277575772	0.950406665533208
SCG5	0.0628745307424172	0.557592374704673	0.0292148058334748	0.866685449153653	0.950406665533208
COLEC10	-0.0723223743457134	0.0187306221040314	0.0291060076386109	0.86693134929334	0.950598235159432
USP11	-0.0246727979631989	3.70450162422548	0.0289767388175022	0.86722413291191	0.950728222161957
LAMA4	-0.0481460035847301	1.67527141519353	0.0289196728037121	0.86735359710122	0.950728222161957
TMEM80	0.0325775987964176	2.54379482013093	0.0289080644301228	0.86737994883116	0.950728222161957
SLC12A8	-0.026863495919967	3.72962903260121	0.0289076760925759	0.867380830475816	0.950728222161957
MED18	0.0197016993066947	5.57006334177624	0.0288966024996728	0.8674059734781	0.950728222161957
ZNF2	-0.028995897210937	2.90331849881397	0.0288481985643046	0.867515934745055	0.950733710569183
AGPAT3	0.0146565285667225	6.50196293635738	0.0288317105849242	0.867553412895414	0.950733710569183
COG4	-0.0171454820885284	5.75345785227771	0.0287532115984535	0.867731997397457	0.950737180488206
WDR37	-0.0191274157956454	4.84358296640965	0.0287375995024888	0.867767544721866	0.950737180488206
YWHAE	-0.0139568838813369	9.83301172376187	0.0287364211911518	0.867770228033617	0.950737180488206
AP5Z1	-0.0317973576283627	4.47874462806414	0.0286232548480907	0.868028201047607	0.950893204947229
ARPC1B	0.0160432092693416	7.98634956248249	0.0286114713546245	0.868055092785909	0.950893204947229
ZNF440	-0.0221311369809501	3.8243531714543	0.028429666470264	0.868470724884939	0.951125610737975
SNORD116-20	-0.123999199180802	-1.19602410214985	0.0283828877619506	0.868577889071552	0.951125610737975
TEKT4P2	-0.0627293323903548	0.434387399613791	0.0283757262871436	0.868594303146018	0.951125610737975
NCSTN	0.0143184878410552	7.82515352977701	0.0283687739994377	0.868610239805999	0.951125610737975
MAP1LC3A	-0.0333493361795334	2.32714305190548	0.0283629990870959	0.868623479109917	0.951125610737975
LRRC14	0.0259763299510348	4.08622498616259	0.0282558911785959	0.86886928205591	0.951316732178003
HOMER3	0.0176678341201596	6.61662972504963	0.0281916723352635	0.869016888677365	0.951358766684686
HPCA	-0.188449803966724	-1.68993623704372	0.0281306375888241	0.869157337270864	0.951358766684686
CCDC85C	0.019109046313212	4.9182801561299	0.0281145556277663	0.869194369995008	0.951358766684686
RRNAD1	-0.0269141378003854	3.66275770822509	0.0281015906006146	0.869224233145488	0.951358766684686
RBM38	0.0309325567806267	4.07904655849295	0.028038452140447	0.869369765392769	0.951358766684686
ZBTB34	0.0242484711457659	3.70846701375911	0.0280284596078133	0.869392813342004	0.951358766684686
RNF165	-0.0323231211625291	2.23442966400527	0.0280225207717768	0.869406513374769	0.951358766684686
RPSAP52	0.0446470633806995	1.33132316944541	0.027930748096567	0.869618409988348	0.951497642372225
NEK11	-0.0265910944292359	3.34637903747757	0.0279058444998695	0.869675972451377	0.951497642372225
AMH	-0.181646087984158	-1.58524889159867	0.0277976756399635	0.86992630268734	0.951552080691155
RRAS2	0.0166584185522464	5.56463252397942	0.0277919945699764	0.869939463977429	0.951552080691155
TTC1	-0.0167472000741076	6.57699736673154	0.0277699206324515	0.869990615645744	0.951552080691155
FNTB	-0.0553792966933585	0.771090208777312	0.0277611960786455	0.870010838720317	0.951552080691155
ZNF749	-0.0307296427307255	2.74635786044327	0.0277169597996755	0.870113426567625	0.951586322984992
ZNF750	-0.0237787141156584	4.20924234934537	0.0276259940919896	0.870324649303791	0.951717730961992
TBP	-0.0213501445259807	4.14721062798336	0.0276038323832189	0.870376163094754	0.951717730961992
WWP1	0.0163860635016688	5.69174668905762	0.0275231409941991	0.870563906314198	0.95182271000052
FOXK1	0.0180197479109944	6.1578299796514	0.0275013030654616	0.870614764930064	0.95182271000052
SLC25A44	0.0154910069388214	5.85245771048053	0.0274265249993936	0.870789074101038	0.951846951478856
SPAST	0.0257672489803402	3.73633038513894	0.0273789617858464	0.870900072194061	0.951846951478856
THAP9-AS1	-0.0225571608905249	4.68970178119958	0.0273506743720234	0.870966133488664	0.951846951478856
POLE3	-0.0146661310480123	7.15381169146965	0.027347021640298	0.870974666494965	0.951846951478856
MED25	-0.0258835962408064	5.01222607767673	0.0273389882081335	0.870993435150989	0.951846951478856
DYNC2LI1	-0.0197230107396851	4.62099750755522	0.0272450497138382	0.871213116362563	0.952003614583287
SLITRK5	-0.0940853858055952	-0.752559017386552	0.0271812754364101	0.871362478800045	0.952003614583287
PLEKHA8P1	-0.0383137720239705	2.04977275449948	0.0271743355010946	0.871378743337195	0.952003614583287
ANGPTL6	0.10180279594668	-0.606670431315155	0.0271558676771629	0.871422035221555	0.952003614583287
NIN	-0.0155609187932821	6.0399137653254	0.0269895784682601	0.871812531113222	0.952352286258204
WIPF2	-0.0139304132290798	6.90795665287457	0.0268151030365687	0.872223583521279	0.952668168378939
WDR61	-0.0175026497896724	5.60569789052826	0.0267782608528296	0.87231055698248	0.952668168378939
PIGL	-0.0288095749707739	2.81168892115135	0.0267589844676206	0.872356087330806	0.952668168378939
SNAPC2	-0.0345554543883074	2.98542980771308	0.0267458404063316	0.872387142953747	0.952668168378939
FOXO3B	-0.0437923720104382	1.21990714493411	0.0265677278158936	0.872808747885247	0.952984288509268
RIMKLB	0.0183713083079975	5.28390067352609	0.0265632385966701	0.87281939292905	0.952984288509268
NR2C2AP	-0.0334326795058826	2.28510913983558	0.026391856235256	0.873226476634716	0.953350790241532
ERP29	0.0139480199470727	7.59754927639993	0.0263518159397708	0.873321779846158	0.953376871448705
CYP4F35P	-0.0933068683374528	-0.659759466086328	0.026248926638465	0.873567017119859	0.953478609771737
AMFR	-0.0148900645842769	6.36210902695477	0.0262447300893796	0.87357703009875	0.953478609771737
ITGA7	-0.0833529869194628	-0.346439290644113	0.0262228539128745	0.873629240054524	0.953478609771737
CHD5	-0.145653335439217	-1.40285029637893	0.0261028571680234	0.873916024815524	0.953713637806527
TXK	-0.106509893069865	-0.894292801283142	0.0260485924323328	0.874045936631401	0.953719683485292
RBM4	-0.0192982477621665	4.30608214943766	0.0260408665446802	0.874064444003187	0.953719683485292
SGPL1	-0.0141141685990025	6.3895339154469	0.0258965987283469	0.874410557408453	0.953993344008558
TKT	-0.0167559004917942	9.76167827149245	0.0258597086082658	0.874499219582457	0.953993344008558
C5orf34	0.0722161077505478	0.527630084241317	0.0258308274268107	0.874568678338797	0.953993344008558
ARHGEF4	0.0191792980228526	5.848543147596	0.0258173566660579	0.874601088937883	0.953993344008558
C2orf66	0.0496789690739862	0.873953720289329	0.025762631108003	0.874732847853926	0.953996176743256
C6orf15	0.107817072171925	-0.81909200142433	0.0257360131939453	0.874796985931512	0.953996176743256
POLR2D	-0.0194692135043371	5.19528118565841	0.0257272673975775	0.874818067092954	0.953996176743256
ZNF613	-0.0254607178658165	3.41620872349446	0.0256734495387721	0.874947872579174	0.954059797348033
BARX2	-0.0231048192229752	3.39378249589533	0.02563114319861	0.87505001112765	0.954093241469628
POC1A	0.0379056032568454	2.86494351850819	0.0253497960604054	0.87573147073059	0.954516539185821
EIF2S3	0.013912464223007	8.3022927299188	0.0253379342569511	0.875760286694862	0.954516539185821
FAAH2	0.0382461183487591	2.25581184201577	0.0253194247521716	0.875805265810253	0.954516539185821
SLC20A2	0.0132572750311102	6.37143853982238	0.0253054141334173	0.87583932361409	0.954516539185821
LRRC3	-0.0405728112139771	1.54037184305559	0.025294895379732	0.875864899559314	0.954516539185821
HIST1H2AC	0.0343053900231056	3.47031647673958	0.0252655457590161	0.87593629092675	0.954516539185821
RNFT2	0.100960275534078	-0.802336767364415	0.0252645410019301	0.875938735697789	0.954516539185821
GNAI3	-0.0156179596066897	6.51827010874384	0.0252229578636229	0.876039959453728	0.954548927416525
EPRS	-0.0141939431958272	7.9582341390323	0.0251857583133473	0.876130585099539	0.954569763411315
PRPF31	0.0152068667915027	6.03215840641608	0.0249607993534669	0.876680101253396	0.95509052976439
PCDHGC5	0.0747176620776543	-0.149157688383426	0.0248538098580832	0.876942340778616	0.955298265964466
MED12L	0.0641971508265496	0.173800552833258	0.0247834749154809	0.877115052942922	0.955335863681226
ZNF496	-0.0368729416382536	2.49579899738598	0.0247814715125904	0.877119976115414	0.955335863681226
ZC3H8	0.0195752534354428	4.81686791749759	0.0247159600364989	0.877281077049113	0.955433380535623
TSEN34	0.0199285164190819	4.83323893640446	0.0246434916150583	0.877459541478833	0.955549790255521
EIF2D	0.0155085584749943	5.68436160508477	0.0245696454959198	0.877641675953632	0.955670177323082
ZNF135	0.0212150844436597	3.72998761639464	0.0245356478872392	0.877725622267835	0.955683635696566
CHAF1B	-0.0268575946752456	3.23864329016984	0.0245013063062463	0.877810478527594	0.955698082559402
TRIOBP	-0.016726673006629	7.12104247815612	0.0244063184417612	0.878045506938469	0.955723216884511
PIN4P1	0.124156635537661	-1.11604625251429	0.0243707283609742	0.878133688282711	0.955723216884511
AREG	0.0344233938867834	2.53998731302081	0.0243646399080234	0.87814878022467	0.955723216884511
DNAJC7	-0.0135177145579133	7.66761917328813	0.0243264274063868	0.878243544859357	0.955723216884511
CCDC127	-0.0186567538775746	4.22365773181016	0.0243154814626255	0.878270704189097	0.955723216884511
FUT8	0.0214599310090392	4.19249542028832	0.0243113036937931	0.878281071819786	0.955723216884511
ABAT	0.0199317614490444	5.26442366300225	0.0242897023422268	0.878334692730791	0.955723216884511
JUNB	-0.0329909485933926	5.76855306414313	0.0241893735082706	0.878584059661347	0.955916641929828
LARP4B	-0.0135486383444596	6.53742581434808	0.0241309966796673	0.878729399235908	0.955996860875183
LOC100506100	-0.0442066368065077	0.970317310258302	0.0240921811185054	0.878826137368157	0.956024196045053
ATXN2	0.0129878593714903	6.72910036088031	0.0240012004300195	0.879053197832047	0.956189830087894
METRNL	0.0353787619128835	3.64067303463426	0.0239596448404068	0.879157054936509	0.956189830087894
LDHD	0.137295598008507	-1.22421425078502	0.0239436795875633	0.879196980383447	0.956189830087894
SFTA1P	-0.0224005422107643	4.37667299909988	0.0238947116145745	0.879319523307763	0.956189830087894
COPZ2	-0.0332784880744595	2.03935931310036	0.0238710930471085	0.879378675081894	0.956189830087894
LGALS9B	-0.114905726312677	-0.798279081565535	0.0238593306028811	0.879408144855368	0.956189830087894
TMEM39A	0.0172509625810075	5.12070175781698	0.0237748118679277	0.879620118572611	0.956207492473997
CALM1	0.0129723836842895	8.06371024274828	0.0237479354648471	0.879687605762416	0.956207492473997
SUMF1	0.0139649394678239	6.21667816330679	0.0236955822829971	0.879819178178093	0.956207492473997
MYOT	0.0852728378822439	-0.368931201588965	0.0236499717925088	0.879933926593296	0.956207492473997
FAM83C	-0.136068869194649	-1.24650655285012	0.0236495655589658	0.879934949118863	0.956207492473997
NDUFAF5	0.0235483797924997	3.67888056986293	0.0236444427515964	0.879947844448481	0.956207492473997
TBL2	0.0157180224061938	5.34293177523403	0.0235876225666829	0.880090970576522	0.956207492473997
C12orf10	0.0253197842817982	3.61716646557923	0.0235780377185481	0.880115131562312	0.956207492473997
MCM2	-0.0240448521274787	3.76138159923756	0.023565447142152	0.88014687688297	0.956207492473997
LOC100132111	0.0842322007559622	-0.143000815568716	0.0235392406221521	0.880212980732306	0.956207492473997
ALG1	0.0193399335798733	4.33627400261077	0.0235362636834208	0.880220492207451	0.956207492473997
LCE1E	0.0773217331755326	0.24385166275166	0.023487114640404	0.880344576579628	0.956207492473997
CELF6	-0.105446881153485	-0.937621978454068	0.0234771471358288	0.880369757316115	0.956207492473997
LOC100270746	-0.0979124982469917	-0.740668206177766	0.0234365436626642	0.880472389843324	0.956207492473997
ALDH16A1	0.0345133633677393	3.19596761130369	0.0234261092502056	0.880498779399464	0.956207492473997
WDR92	-0.0193036533999325	4.15157975463288	0.0233633651338415	0.880657592026674	0.956283832981719
KRI1	-0.0148983899937663	5.76691722554952	0.0233004747805384	0.880816994287966	0.956283832981719
FAM149A	-0.0879240881411048	-0.70206401889185	0.0232660480901926	0.880904345767801	0.956283832981719
FBRSL1	-0.0293759776317167	3.97917625768599	0.0232585129701464	0.88092347360078	0.956283832981719
FHOD3	0.0131762807639875	7.23174455717582	0.0232570316437073	0.880927234307804	0.956283832981719
ROBO2	0.0722475944899514	0.371127271520691	0.023056011652744	0.881438715773103	0.956566735624176
VCL	-0.0120198152368941	8.1243315027935	0.0230326369592149	0.881498339106657	0.956566735624176
DPH3	-0.0183524884461807	5.09123856131416	0.0230296507344371	0.881505958494879	0.956566735624176
C11orf58	0.012995674380575	7.3800497431512	0.0230171567233676	0.881537842603713	0.956566735624176
VAMP2	0.0162344536802665	5.27820271612524	0.0230139182437122	0.881546108493201	0.956566735624176
SMYD3	0.0246038405233205	3.09554261718035	0.0229672168804766	0.881665375286768	0.956572458897088
ZCCHC14	-0.0201392685879633	3.8221151657658	0.0229557456823842	0.881694689642597	0.956572458897088
RYR2	-0.0904655388558094	-0.488936060823787	0.0229002522747528	0.881836607710139	0.956603502332549
MBOAT7	-0.0164717772116705	6.37450660322441	0.0228885277139296	0.88186661447241	0.956603502332549
CD8A	-0.105773225643958	-0.787627092259695	0.0227662797385388	0.882179954906145	0.95682020360543
PPP1CA	-0.0129025817205919	7.16709428102698	0.0227546808731721	0.882209729301815	0.95682020360543
FCHO1	0.0470642451368227	1.51708676588339	0.0227101828686579	0.882324028268066	0.956866431956026
GTF2I	-0.0133296343935308	8.32028375086255	0.0226521189462011	0.882473345688182	0.956905147234129
VTRNA1-2	0.0646432831468347	0.0194681777923975	0.022640563887152	0.882503084100869	0.956905147234129
LRRC45	0.0277741667565218	2.45625109890688	0.0225535726877517	0.882727216965706	0.957070441524582
TAB1	0.020128666590214	4.84022844347932	0.0225081417004445	0.882844445896287	0.957119811004989
LOC100129931	-0.0764647129758856	0.207314229997229	0.0224584418351366	0.882972828977921	0.957123623611118
MTHFSD	0.0217510295339476	4.04247472169694	0.0224512758396349	0.882991351939665	0.957123623611118
GAS2L1	-0.027290014745203	4.13910686564852	0.0223938829564517	0.883139812774523	0.957150274564691
EXOG	-0.026038816773901	2.79989921314289	0.0223863426942172	0.8831593319916	0.957150274564691
MRPS33	-0.0162016088163109	5.00285892248032	0.022345973364443	0.883263891981042	0.957185888298312
LOC554206	0.0982566365170804	-0.935249326222002	0.022316593982397	0.883340047883482	0.957190717471143
CTSK	0.0276433115615338	3.03342402375282	0.022212934319856	0.883609160591054	0.95740461763579
ERCC6L2	-0.0314490323888228	2.13451840341584	0.022104323856427	0.883891816679368	0.957530263718927
CLDN15	0.0269800798664641	2.61304311801424	0.0220816690589764	0.883950864776229	0.957530263718927
KIF1B	0.0125116590275307	6.9337595526433	0.0220808724681226	0.883952941597019	0.957530263718927
NSUN4	0.0162736682152965	5.01124820848955	0.0220251115997284	0.884098413177131	0.957530263718927
EPHB2	0.0145998556478999	6.82650133854867	0.0219575800625792	0.884274845220375	0.957530263718927
MINOS1	0.0162915185521068	4.67539101852682	0.021956291482932	0.884278214445169	0.957530263718927
PBRM1	-0.0128414558773021	6.52317669081015	0.0219559466775438	0.884279116018446	0.957530263718927
PHPT1	-0.0147622785533403	5.91865387235589	0.0219209054180503	0.884370777292727	0.957530263718927
ANKRD17	-0.0124139838607162	8.33608185004374	0.0219051728605669	0.884411955060323	0.957530263718927
SLIT3	-0.0300424540255786	3.08093472281404	0.0218935548938224	0.884442373177385	0.957530263718927
KATNBL1	-0.0324122097012835	2.24605441755537	0.0218294198979804	0.884610440030381	0.957535489296583
RBM47	-0.0137706349982056	6.66998186632447	0.0218267073705358	0.884617553820084	0.957535489296583
MOB2	-0.0191665598092219	5.76429883801276	0.0217974105078898	0.884694415701139	0.957535489296583
KCNN4	0.0186900884136844	5.40635792995363	0.0216533305910103	0.885073188491181	0.957535489296583
TTC23	-0.0179325050001879	4.42665021912371	0.0216227349173473	0.885153787506973	0.957535489296583
CERS1	0.0758027158546816	0.0884456705586033	0.0216057268400913	0.885198617578916	0.957535489296583
SNX11	0.0185352023909936	4.01767737869471	0.0215546829595706	0.885333268079991	0.957535489296583
LYRM9	-0.0351857304453046	2.35690448010139	0.0215389481703788	0.885374808332432	0.957535489296583
INTS3	0.0120790133893519	6.62035965337402	0.0215326604484556	0.885391412422363	0.957535489296583
RNASET2	-0.0242333413751047	3.23154941527216	0.0214710444899289	0.885554254096341	0.957535489296583
IGFBP7	0.0142216666316563	6.36366544269323	0.0214423980259015	0.885630043765953	0.957535489296583
COA3	0.014605240523267	5.24297099771499	0.0214375040252475	0.885642996953894	0.957535489296583
PCP4L1	0.0561232314465141	0.590933829894054	0.0214214081583945	0.885685609332515	0.957535489296583
SH2B1	-0.01734680389496	5.7187488837146	0.0213572394592682	0.885855653255532	0.957535489296583
BBS9	0.024245722678874	3.43790785350153	0.0213134496100591	0.885971844254735	0.957535489296583
PIGG	-0.0133271505704824	5.83937870793925	0.0212978582317897	0.88601324353392	0.957535489296583
CDK2AP1	0.0148213530226591	6.24463911615333	0.0212947689959072	0.886021448120821	0.957535489296583
ATXN10	-0.0135677425657621	6.68460565053552	0.0212823047407027	0.886054557657231	0.957535489296583
TMOD3	-0.013208349213715	7.77959127387796	0.0212635203054295	0.886104474599218	0.957535489296583
SUPT4H1	-0.0137539958889296	5.7209813433053	0.0212566714765342	0.886122679988802	0.957535489296583
NDUFB2	-0.0184544991319452	4.68595713396671	0.0212565299571825	0.886123056203712	0.957535489296583
CMC2	-0.0237980643676969	3.56784936729235	0.0212324474148232	0.886187095875754	0.957535489296583
CAB39	-0.0115919638799597	7.42730578690857	0.0212054373503324	0.886258964543494	0.957535489296583
HIST1H3D	0.0495162216051606	0.671206724057159	0.0212013839979803	0.886269753785072	0.957535489296583
SFT2D1	-0.0311689372184116	3.78215646669922	0.0211891997764302	0.88630219218293	0.957535489296583
PNLIPRP3	-0.0210114441271377	4.60930009026619	0.0211854928936202	0.886312063014074	0.957535489296583
NDUFB6	-0.0302491350307094	3.37383236430112	0.0210559790952798	0.886657493480366	0.957751237440794
ITPKB	-0.0180388645791183	4.53672262895432	0.0210481988923912	0.88667827885508	0.957751237440794
AHCY	-0.0111483165924343	8.92793269226842	0.0209718134152538	0.886882557131641	0.957751237440794
TMCC1	-0.013938460630994	5.90126086728417	0.0209679145235953	0.88689299416262	0.957751237440794
LOC389765	0.094622952395965	-0.796498027532257	0.02095609076435	0.886924651518047	0.957751237440794
TAF8	0.0162418313025915	4.59803982113604	0.0209285926807607	0.886998311198098	0.957751237440794
TRAIP	0.0509375718779792	1.3501706723449	0.0209001468466065	0.88707456171569	0.957751237440794
LAPTM4B	0.0142098515475218	5.56541240875519	0.0208751004999159	0.887141743662434	0.957751237440794
ZNF154	0.0322700073858701	1.79840701224256	0.0208449983615672	0.887222541325843	0.957751237440794
KAT8	-0.0205777663337197	3.52202783230529	0.0208375478163127	0.887242548667358	0.957751237440794
WDR27	0.0308678199276234	3.24779833048694	0.0207603250795859	0.887450134680049	0.957751237440794
RPS5	0.0177365143236019	7.92653073187614	0.0207150813089438	0.887571939931101	0.957751237440794
DDOST	0.0126635878913229	8.34078900770696	0.0206997627659114	0.887613211308	0.957751237440794
RUNDC1	-0.0186243678981691	4.79807710345597	0.020680208433732	0.887665917478135	0.957751237440794
ATG9A	0.0139030277152191	6.41064194567593	0.0206629603166526	0.887712428688532	0.957751237440794
METRN	-0.0423330171929809	2.43494656652298	0.0206582813563216	0.887725049377005	0.957751237440794
HDAC2	-0.0127007024653715	8.26478981141458	0.0206346819221006	0.887788727056631	0.957751237440794
PHF20	0.0138313520557452	6.07038016538334	0.0206033336522696	0.887873370778091	0.957751237440794
ZNF215	0.025824867349917	2.58787510623524	0.0206027841709648	0.887874855023765	0.957751237440794
NCAPH2	0.027164698202422	2.92914808514498	0.0205649071547315	0.887977216308906	0.957784264177417
TSKU	-0.0174924556483594	6.8258301190108	0.020511950125417	0.888120492431458	0.957812373402322
MIR635	0.0777739344872864	-0.540760337103032	0.0205022453619679	0.888146769314408	0.957812373402322
ULK2	0.0172730394943931	4.17049157213915	0.0204429053975098	0.88830757824315	0.957885323651829
SLC2A1-AS1	-0.0458914908708039	1.09132981269418	0.0204153273248325	0.888382394888414	0.957885323651829
SRXN1	0.0128641629347753	6.61500475833482	0.0203979115800293	0.888429668723367	0.957885323651829
FCRLB	0.100769412947062	-0.851913399713761	0.0202564068593105	0.888814540438065	0.957986767458415
POGK	0.0133849042424847	5.94556292540348	0.0202514045390308	0.888828171096808	0.957986767458415
GLIPR1	0.0129058469111064	5.96954976314701	0.0202384007869215	0.888863612643914	0.957986767458415
PKP2	-0.0122597374537917	6.67302578493876	0.0202107407775703	0.888939038324909	0.957986767458415
USP31	0.014606525680498	5.84249323216638	0.02020665100996	0.888950195126749	0.957986767458415
SNRPB	-0.0133340176112554	6.6929906084544	0.0201870698653831	0.889003628074436	0.957986767458415
ZRANB2-AS1	0.0722816168521663	0.302898702014808	0.020178847888494	0.889026072063094	0.957986767458415
SHF	0.0916775978421789	-0.681853003383621	0.0201228394596569	0.889179085840213	0.958074317672869
IL27RA	-0.0300108713099486	2.13153298027735	0.0200184912793444	0.889464743996353	0.95830476413133
LY6K	-0.041203429150584	1.10330229919296	0.0198856392442289	0.889829535467689	0.958620424345839
ZMYM3	-0.016664197025132	5.50861813953525	0.0197594869680415	0.890177084094953	0.958917459264715
TMEM70	-0.0381619619917125	2.15891239819059	0.0197121528168924	0.890307781525112	0.958980868433133
ENSA	0.0115876134419785	7.0786201075287	0.0195967685056878	0.890627049614281	0.959247366869758
C9orf16	0.0355508143497111	3.28874766583781	0.0194992641557134	0.890897592756816	0.959291822469113
FAM122A	-0.0199088363102419	4.03469163241203	0.0194686472904009	0.890982687082178	0.959291822469113
DCTN4	-0.0138799255774023	5.50864077447511	0.0194583770952923	0.891011246624615	0.959291822469113
SH3BP2	-0.0149631109981527	6.60339535413084	0.0194168589148913	0.891126779615067	0.959291822469113
PYCR2	-0.0153229990086052	5.28971800984326	0.0193799707511502	0.891229534440259	0.959291822469113
IST1	0.0127270439802947	6.70856152315634	0.0193663211232939	0.891267581829886	0.959291822469113
CCDC174	-0.0171312986588356	4.8027166241308	0.0193541560828366	0.891301502570715	0.959291822469113
PRPF19	-0.0118862591093223	6.38493503417706	0.0193279744538133	0.891374543798116	0.959291822469113
PKIB	-0.0376300640759597	1.38468075145079	0.0193227037850624	0.891389253957523	0.959291822469113
LAMC1	-0.0118701069886927	9.19991416163973	0.0193190508526599	0.891399450301245	0.959291822469113
DALRD3	-0.0232588097462412	3.41741825287494	0.0192959314537624	0.891464005763406	0.959291822469113
RALA	-0.0142445444717357	6.92995189432397	0.019263808512574	0.891553767047957	0.959291822469113
PRKDC	-0.0114723058534099	7.85323377355249	0.0192463916847466	0.891602466906124	0.959291822469113
CYB5B	0.0126662385561864	6.42113613292108	0.0191531740859237	0.891863499314949	0.959447562282999
BCL7C	-0.0259610743462748	3.68275923554475	0.0191277035288188	0.891934935893977	0.959447562282999
ZNF281	-0.0149903954717462	5.31707511687191	0.0191177649095186	0.891962823632532	0.959447562282999
GPR107	-0.0109978909859234	7.43804527008664	0.019033365901687	0.892199945758906	0.959621904566555
RBM27	0.0128658847099001	6.36601726287315	0.0190089416008004	0.892268666770386	0.959621904566555
POFUT1	0.0121502528573339	6.30842535459333	0.018916665418721	0.892528705489782	0.959824248291332
SYNCRIP	-0.0124539273917917	8.47910126869968	0.018888032952287	0.892609524639759	0.959833842443881
PRX	0.0558689800157636	0.217136587918674	0.0188434629367095	0.89273545420967	0.959861382145074
BRAT1	-0.0305846829078739	3.36112211033217	0.018828086340133	0.892778934988418	0.959861382145074
BTN3A3	-0.0187391177627899	4.00549604203392	0.0187641705092722	0.892959865755232	0.959978596217776
YIPF2	0.0291083246894494	5.32037157986008	0.0187348489319666	0.893042973452849	0.959990634962197
DCTD	-0.015263830791676	6.08866839978434	0.0186336540140019	0.893330306279422	0.960201934825849
GCSH	0.0366468483717475	2.0555600423033	0.0186072081485484	0.893405527737604	0.960201934825849
PIP5K1A	-0.0116361116446564	7.63290840695685	0.0185897153526895	0.893455313438704	0.960201934825849
EDARADD	-0.0206224263612342	4.21750495836916	0.0185397786734127	0.893597568250451	0.960277512367667
SLC9A3	-0.1274557112156	-1.16403679315852	0.0184830538035379	0.893759397833571	0.960323401164987
TUBGCP3	0.019454025867369	4.51960926724192	0.018474389184585	0.893784139286515	0.960323401164987
NSUN7	0.0672274663702946	-0.321434120106595	0.0183576918761118	0.894117941718042	0.960604741826482
UROD	0.0126856314632712	6.18709869567264	0.0183025533810797	0.894276036858959	0.960697279477517
SERTAD3	0.0163044565244563	4.78110194318588	0.01825140113529	0.894422919724341	0.960777758152555
MXI1	0.0120904150516655	5.81726891055015	0.0180726764764914	0.894937779177963	0.961230571350707
RNASEH1	-0.0167518383547369	4.55350805104226	0.018055130377993	0.894988464560995	0.961230571350707
DMPK	-0.0206650349860315	4.74801352997727	0.0180120776299849	0.895112937424676	0.961286920973326
SLC50A1	0.0159907280407881	6.07199919827827	0.0179503864243013	0.895291561848948	0.961401411734512
TSC22D4	-0.0150494125736496	5.33168743556424	0.0178369059173418	0.895620959023227	0.961677777122181
OLAH	-0.0672574335664093	-0.395908657711729	0.0177232629913576	0.895951899498622	0.961837558178231
TMC4	0.0169137711117453	5.63294356942167	0.0177029027107637	0.896011304919582	0.961837558178231
MAEA	-0.0149401764763473	6.0052200118099	0.017688594940591	0.896053071689743	0.961837558178231
PRUNE2	-0.0852114040276224	-0.867462398371651	0.0176867093195245	0.896058577415909	0.961837558178231
RAPH1	0.014434411184063	4.71307305458002	0.0176607465909108	0.896134415052802	0.961837558178231
TNFSF13	-0.0168436311695401	3.80181575847252	0.0176376079343967	0.896202051399177	0.961837558178231
PRKACA	-0.0113115783058839	6.92705491035492	0.0175577367291782	0.896435870007012	0.962011162748683
SRPK2	-0.0113529699592213	6.69296790351409	0.0174765771014725	0.896674016055987	0.962189383035722
FAXC	0.0190979368886246	3.32082303773705	0.0174225657665348	0.896832813385999	0.962282435195554
