,cc01-20covid1,cc01-20covid2,cc01-20mock2,cc01-20mock1,cc03-19covid,cc03-19mock,cc03-20covid1,cc03-20covid2,cc03-20mock1,cc03-20mock2
NDUFAF3,3647,3693,2299,2603,2233,2595,2093,1942,2858,2555
C2orf69,966,1001,784,658,822,925,728,829,1152,1078
GRAMD1C,491,553,543,609,380,226,127,162,721,458
STAP2,3639,3817,2473,2216,4502,2437,3798,3731,3765,3563
ULK4P3,7,0,0,0,0,0,0,0,0,0
TWF1P1,23,11,16,9,26,18,24,43,20,14
HTR3C,0,0,0,0,0,0,0,0,0,0
TSSK6,29,51,60,116,69,8,10,14,69,73
BOLA1,327,311,503,601,388,275,189,203,395,475
PDE4DIP,4457,4607,3189,4541,2955,2543,2573,2820,2426,2126
DDX10,1201,1212,826,892,950,1496,1047,1092,1045,907
AL161668.1,1,0,0,0,0,0,0,0,0,0
GOLGA8Q,1,0,2,2,1,0,5,3,0,3
PPP1R42,9,23,27,37,1,0,9,14,164,155
NDUFV2,7046,7576,3769,3757,5089,5610,4470,3986,4282,3872
FAM27E5,0,0,0,0,0,0,0,0,0,0
AL672207.1,21,14,40,38,58,29,17,33,48,28
DALRD3,1419,1497,1195,1483,1120,1268,1085,1161,1354,1330
ZNF114,1334,1245,225,369,97,44,11,24,5,11
FAR2P2,9,7,82,48,7,0,0,3,2,0
ZNF518B,773,716,786,743,888,804,1002,1054,1209,1360
AMER3,0,0,0,0,0,0,0,0,0,0
SPINK6,8,5,19,9,0,1,4,2,0,0
ZNF366,0,0,55,0,0,0,1,0,0,0
LCORL,484,532,640,837,616,453,498,458,952,765
PARD6G,283,255,509,348,277,1162,794,813,804,698
ZNF454,15,29,23,40,45,11,9,18,44,41
SH2B1,277,339,554,587,425,290,246,213,463,448
ZC3H12D,6,9,45,68,8,1,0,0,4,17
VN1R1,11,29,30,82,50,7,16,13,47,45
POGLUT3,968,1007,1582,1850,802,1012,676,761,2442,2276
PLEC,4503,5397,5250,4487,7899,15275,11151,10886,7931,7007
SH2D4B,0,3,0,5,1,0,1,3,1,2
RNF212,214,186,218,159,219,87,56,48,47,114
PRSS36,39,42,61,44,94,40,79,76,122,90
ZNF543,251,240,295,406,326,192,224,193,374,328
TMEM151B,8,1,0,2,2,0,0,0,0,6
GALNT11,3503,3410,3398,4848,2520,4096,2446,2570,3854,3443
SLITRK1,0,0,0,0,0,0,0,0,0,0
C9orf62,0,0,0,0,0,0,0,0,0,0
FAM230I,0,0,0,0,0,0,0,0,0,0
WDR6,9106,9287,8213,10293,8670,5877,5365,5848,7305,6820
PRM3,0,0,0,0,0,0,0,0,0,0
TNP2,0,0,0,0,0,0,0,0,0,0
SPAG11A,0,0,0,0,0,0,0,0,0,0
GEN1,319,416,319,417,446,371,515,474,424,605
TMPRSS9,1,17,3,1,2,2,3,1,2,0
AQP11,70,55,46,39,34,29,14,21,22,27
TMEM11,2448,2555,1221,1448,1845,1873,1805,1772,1357,1357
ZNF354B,288,332,574,710,492,201,230,272,506,458
KCNG2,12,12,35,33,16,11,6,2,4,6
SHISA3,2,5,13,32,8,55,3,0,13,8
OR2D3,0,11,0,1,2,3,0,0,0,3
CALML3,153,110,506,33,60,133,226,245,1090,1030
CALML5,275,25,6116,23,133,92,377,599,7629,7033
ZFAND2A,618,578,343,367,818,360,484,409,206,260
PLEKHM3,175,273,271,457,310,174,154,196,242,240
ZNF223,196,229,202,292,275,125,163,189,448,333
HTR1A,0,0,0,0,0,0,0,0,0,0
CCDC185,15,7,0,3,0,0,6,2,2,0
FAM220A,3,20,4,4,9,3,0,5,0,0
DNAJC22,61,51,36,75,50,46,287,229,116,78
NEUROG2,0,0,0,0,0,0,0,0,0,0
CEP295NL,0,0,11,3,8,2,3,0,0,0
BEND3,296,219,158,207,238,239,310,302,283,333
AC068473.1,2,0,0,0,2,2,1,1,2,1
NT5DC1,2223,2169,1708,1920,1201,1719,1038,1053,2083,1904
RPS3AP5,12,7,10,14,5,11,2,4,19,2
TIMM23B-AGAP6,124,133,151,68,154,56,30,69,79,55
GLDC,34,36,2,4,21,54,18,17,0,7
COX14,1846,1841,1517,1618,1327,1366,1091,1001,1485,1384
LINC00314,0,0,0,0,0,0,0,0,0,0
H3P16,0,6,0,0,0,0,3,0,0,0
MCMDC2,16,31,13,53,21,25,6,14,134,98
TUBAL3,13,11,0,0,4,49,8,11,26,27
RPL10P16,27,42,39,43,30,21,42,54,72,66
P4HTM,2178,2435,3897,5398,3544,1330,1148,1153,4376,4542
UCN3,0,0,0,0,0,0,0,0,0,0
DTX3,212,249,507,384,297,132,104,88,284,262
KLHL11,436,283,365,336,524,306,434,388,628,490
NECAP1P1,0,0,0,0,0,0,6,5,7,4
AMBN,0,0,0,0,0,1,0,0,0,0
CTXN1,53,50,46,34,42,73,65,63,100,112
SLC25A20,1553,1597,475,465,1039,1934,731,701,1391,1210
CA8,50,76,298,462,67,24,5,32,26,37
CKS1BP6,0,0,0,0,0,0,2,0,0,0
CD28,0,0,1,0,0,4,0,0,1,0
EPM2AIP1,1193,1126,2390,2428,1392,747,646,596,1124,1365
ERBB4,24,21,75,119,9,0,1,2,31,8
MAF,53,63,187,122,318,81,119,111,291,299
CTNNBIP1,1711,1598,2558,1803,1539,2716,2300,2502,3753,3809
OR6B3,0,0,0,0,0,0,0,0,0,0
DEFB125,0,0,0,0,0,0,0,0,0,0
GAPDHP29,0,0,0,0,0,0,0,0,0,1
PSAPL1,0,9,46,0,0,32,2,11,34,48
OTOS,0,0,0,0,0,0,0,0,0,0
GTPBP6,1425,1572,772,868,1120,1164,1025,968,952,909
PAR,1425,1572,772,868,1120,1164,1025,968,952,909
ERN1,641,641,1155,1483,1001,524,486,432,784,600
GPR35,20,12,112,39,54,5,7,38,55,83
ACTG1P1,11,2,14,29,2,5,24,11,36,45
AC092656.1,0,0,1,1,5,2,0,0,8,3
C10orf53,0,0,0,0,0,0,0,3,0,0
PPIAP33,2,2,0,2,2,1,1,7,1,1
ARMC10P1,5,6,7,7,0,7,30,5,7,17
CSRNP3,17,23,21,29,1,10,8,0,7,26
ZNF713,79,55,117,94,97,71,103,101,189,151
PARP10,4870,5515,2205,2788,8714,1411,2891,2755,2793,2858
DYNAP,0,0,1,0,5,3,0,0,10,28
SUZ12,2133,2364,1667,2273,2920,1979,1711,1654,2284,2299
NSUN3,750,635,461,518,536,391,417,452,475,429
KCTD12,322,302,320,385,185,1054,837,967,507,565
DHFR2,345,313,415,530,248,201,233,279,553,414
AL450998.1,1,4,0,0,0,0,0,0,0,3
RPP25,851,853,413,385,811,629,539,570,706,697
GRINA,2798,3160,2050,2561,2937,4093,2096,1953,2467,2487
C5orf64,0,0,0,0,0,0,1,0,0,0
GLULP4,0,0,6,3,0,0,0,0,2,3
THBD,1445,1119,1700,1701,3344,4330,2638,3241,2046,1771
GP5,0,0,2,2,0,0,0,0,3,4
LMO7DN,0,2,1,0,1,1,0,2,2,0
COX5A,6151,6685,3803,3105,4807,5365,4347,4142,4971,4497
STX19,311,370,363,391,178,121,141,134,288,223
ERFE,23,40,227,345,34,98,24,27,23,25
FAM219B,2702,2898,5873,5061,4608,2855,1803,2065,5152,5522
H2BC2P,0,0,0,0,0,0,0,0,0,0
ZHX2,851,680,870,909,821,502,909,1026,740,683
CPN2,0,0,0,0,0,0,0,0,0,0
CPNE7,114,132,506,527,1476,1347,63,95,322,545
C5orf46,10,13,19,58,6,5,12,11,3,6
CD300LB,4,0,0,0,5,0,3,0,0,3
GDPD4,0,0,0,0,0,0,0,0,0,0
RIIAD1,18,16,22,26,0,0,4,5,78,83
MPI,1527,1794,2454,2506,1359,1511,970,1057,1532,1501
ADORA2A-AS1,0,0,0,0,1,0,0,0,0,0
H1-8,0,0,2,0,0,0,0,1,3,0
TRIM73,31,28,119,147,92,48,15,10,78,129
OPLAH,1290,1285,1249,1188,1293,813,1147,1268,2312,2056
TMEM52,30,44,18,50,40,33,3,6,13,18
TMEM139,1633,1564,383,340,531,613,280,163,117,156
RNF186,0,0,0,0,0,0,0,0,0,0
AC114812.1,0,0,4,12,0,0,0,0,2,1
EFCAB13,26,43,110,133,89,28,55,21,74,56
MSC,160,124,31,25,225,354,81,69,25,60
APOLD1,191,202,73,190,150,111,196,253,135,120
RFLNA,0,7,0,1,12,23,2,2,5,6
EXOSC4,1793,1771,671,776,1274,1883,1599,1404,1018,906
DPY19L3,380,412,527,647,490,764,159,263,559,389
TAF7,6322,6221,5080,5571,5810,6444,5033,4994,6074,5677
ZNF852,73,64,48,30,65,14,43,30,31,39
FOXE1,562,447,1274,713,1355,880,1126,1302,2507,2314
PFAS,1220,1479,1179,1323,1132,1796,1183,1258,1220,1201
HYI,908,1052,943,1140,683,431,470,459,273,265
CYBC1,3194,3081,3034,3439,4275,2535,2219,2623,1954,1826
TPRX1,0,0,0,0,0,0,0,0,0,0
LGALS7B,2247,2384,2706,1366,1240,1386,9130,10076,5371,5154
ZNF552,992,1045,627,695,992,457,726,667,895,869
SMIM10L2A,1554,1633,1598,2118,428,896,128,128,610,610
GAK,6374,7315,4938,4462,11909,7798,7055,7258,7197,6842
ZBTB7A,1916,2022,2298,1966,3050,2843,2589,2623,3348,3302
TUFM,14616,14795,5858,6496,9664,13656,9277,9545,9515,8817
ERICH3,14,60,91,139,23,0,34,44,528,414
RMI1,622,631,435,384,444,421,352,367,735,681
CTC1,1053,1107,966,934,1191,1078,1181,1270,758,581
FBXO34,5231,5046,4342,4759,7479,2368,2883,2971,5467,4645
LINC00324,25,69,121,287,82,14,20,7,137,124
SELENOW,8193,8287,6967,7237,6461,9192,7716,7392,6433,5973
EIF3K,3427,3807,1913,1867,2527,3847,3252,3099,3700,3344
MRFAP1L1,2736,2795,2994,3420,2959,2121,2006,2085,3312,3433
SNX18,480,495,401,459,866,781,651,636,732,830
EXD1,5,0,0,0,0,4,0,7,1,0
AURKB,697,720,70,43,454,588,480,477,126,140
TAS1R2,0,0,0,0,0,0,0,0,0,0
C14orf39,0,5,10,22,13,32,14,13,13,24
MRFAP1,9652,9957,5483,6108,7217,7512,8068,7729,6562,6217
C3orf38,1534,1573,897,822,1435,889,1249,1082,1127,1115
KLHDC7A,424,487,672,834,431,401,273,314,742,850
AC245177.1,0,0,0,0,0,0,0,1,1,0
TMEM107,348,450,684,796,359,390,189,235,685,682
Z73417.1,10,18,5,1,10,11,1,0,0,0
AP001885.1,0,1,8,6,3,0,0,0,6,2
RRS1,1118,972,246,232,689,1006,707,737,462,457
EXOC3L1,80,90,107,102,167,39,58,58,67,71
TRIML2,4,7,0,0,0,19,5,2,0,0
RCC2,4079,4441,3536,3509,5432,5315,7314,8248,9002,8529
OR13D1,0,0,0,0,0,0,0,0,0,0
IGSF22,36,27,32,14,11,15,8,15,13,9
C9orf50,0,1,7,6,9,4,1,2,11,14
ZFP42,19,13,1,0,0,0,0,0,4,0
AC020907.1,10,0,0,4,4,6,10,0,10,5
CCDC89,43,67,40,99,21,19,63,66,401,313
TAAR3P,0,0,0,0,0,0,1,0,0,0
C9orf106,9,10,46,42,56,2,0,3,38,51
FAM133A,0,0,0,0,0,0,0,0,0,0
DPM3,463,484,568,567,308,405,173,220,292,280
C12orf42,0,0,0,0,0,0,1,0,4,0
CYC1,8104,8108,4201,4501,6348,8601,5694,5793,7871,7531
PER1,1908,2029,2006,2261,5374,2326,1019,1216,1958,1919
HTR1F,0,0,0,0,0,0,0,0,0,0
H3P47,0,0,0,0,0,2,4,2,2,2
TMTC2,315,412,789,724,945,479,459,439,486,530
HES7,1,4,2,3,0,10,8,0,2,4
FARSA,5478,5066,2842,3223,4318,5258,4819,4659,4026,3418
SPTY2D1,1376,1260,901,1248,1479,1315,1364,1373,1585,1027
AC073335.1,0,0,0,1,0,0,58,40,29,53
C10orf67,6,19,12,14,6,20,14,10,51,61
SAMD4B,2403,2576,2020,2245,2776,2366,2325,2324,2668,2390
LINC00670,0,0,0,0,0,0,0,0,0,0
MTUS2-AS1,3,0,0,0,0,0,0,0,0,0
CYP11B2,0,0,0,0,0,0,0,0,0,0
GIMAP7,0,0,0,0,0,0,0,0,0,0
ALOXE3,142,95,379,10,77,121,86,74,70,31
EDC3,2467,2749,1273,1594,2130,1790,1774,2060,1876,1865
TCAIM,2014,2016,1289,1610,1675,1490,1563,1595,1445,1376
RPS2P28,0,1,0,4,3,0,2,0,1,5
FUCA1,5129,5025,4640,5866,5297,4316,2900,2934,4730,4006
PXT1,4,4,6,3,1,8,1,0,1,0
GGN,6,13,47,69,94,31,7,17,25,23
OR7E97P,0,0,0,0,0,0,0,0,0,0
HNRNPCL1,1,1,0,2,0,1,4,0,0,1
TMEM125,6286,6285,5317,6737,3691,1526,1745,1688,1360,1204
ZNF664,1596,1727,1003,1644,1544,1039,1109,1301,1062,1401
SIGLECL1,0,0,0,0,0,0,0,0,0,0
CALR,20796,21539,8070,10121,12655,12417,14805,13907,5367,5032
LINC00311,0,4,6,2,5,6,2,0,3,4
MAGED1,9790,9766,8469,10089,7008,12317,7430,7597,10489,10276
GVQW3,43,41,155,138,7,16,1,5,101,58
LDLRAD3,301,219,130,271,280,673,423,513,463,334
CDH4,79,86,45,55,97,224,127,96,84,38
AL162457.1,0,0,0,0,0,0,0,0,0,0
SMCO3,11,5,13,8,12,0,4,0,0,0
RAD23A,4411,4739,3375,3924,3869,4455,2852,3148,4080,3758
PCARE,4,1,7,0,19,13,5,10,4,5
GADD45GIP1,4457,4406,1769,1817,2932,4113,3331,3231,2454,2381
MEIS3P1,317,245,218,273,271,221,235,166,184,141
DAND5,4,20,3,13,3,0,0,3,1,0
TMEM151A,3,10,0,2,0,9,1,0,0,5
PTPN11,7741,7616,3335,4145,5920,8008,5964,6586,4593,3759
NSUN7,381,384,644,693,346,61,163,158,491,468
RTL3,0,0,0,0,0,2,0,0,1,0
FAM156B,170,140,647,466,792,244,258,247,596,537
WSCD1,6,3,0,6,0,0,0,1,2,10
RAB39A,0,0,0,0,2,0,0,0,0,0
CLK3,2802,2828,3418,4179,4165,2097,2287,2260,2459,2782
AC008267.1,0,0,7,5,5,0,0,0,1,1
HLA-DQB1,4400,4415,3101,3957,701,615,253,215,488,458
GATA2,25,5,17,19,32,109,11,12,10,27
ARID3B,518,504,438,461,669,305,738,640,331,271
HMGN2P46,47,72,38,41,145,12,82,60,10,7
TMEM31,3,0,6,16,6,0,0,0,7,7
PACS2,3232,3241,1797,2118,2857,2240,2060,2010,2188,1866
OR4K11P,0,0,0,0,2,0,0,0,0,0
ELMOD2,2190,2452,1554,1632,1579,1859,1890,2045,2195,2199
EGR3,13,9,0,0,4,38,56,16,8,4
CATSPERE,18,17,56,58,28,13,18,5,57,57
GPC5,154,98,3,26,45,7,17,9,0,0
VWA1,9392,9829,6345,6874,6016,7113,3867,3721,3532,3349
LINC00174,121,147,389,378,380,68,120,115,311,274
DNAJB8,0,0,0,0,0,0,0,0,0,0
GEMIN4,2290,2207,1706,2038,1963,2964,2313,2370,2700,2478
HNRNPCL4,0,0,0,0,0,0,0,0,0,1
OR6W1P,0,0,0,0,0,0,0,0,0,0
IL6-AS1,0,3,1,1,8,11,3,7,0,0
FJX1,532,493,531,441,600,2573,2361,2276,1059,876
OR13C6P,0,0,0,0,0,0,0,0,0,0
AL049647.1,0,0,1,7,0,0,0,0,0,3
LINC01699,0,0,0,0,0,0,0,0,0,0
KLHL28,751,685,1222,1126,817,602,859,832,1266,1094
MKRN3,14,13,25,2,38,16,47,50,96,46
ZBTB18,101,103,105,109,91,54,77,53,149,152
EEF1A1P27,0,0,0,0,0,0,0,0,0,0
OR9A2,0,0,0,0,0,0,0,0,0,0
C14orf28,136,135,174,234,155,92,186,123,236,271
ALOX12B,7,9,1979,28,4,6,1,5,100,117
SLC17A8,7,0,1,7,0,0,0,0,0,0
EIF3J-DT,294,260,971,969,474,195,195,207,541,571
SHARPIN,3446,3767,2827,2826,3385,2849,3231,3261,2356,2328
LBX2,45,48,34,55,19,26,11,27,29,34
DNHD1,83,121,320,438,245,66,62,70,180,92
SLITRK4,0,0,6,2,0,0,0,0,16,0
HTR1D,15,16,0,0,0,6,55,57,20,26
GCC1,2704,2274,1475,1711,2226,2238,2357,2571,2150,2101
LSMEM2,3,8,9,3,0,3,8,8,1,4
NBPF17P,0,0,0,0,0,0,0,0,0,0
AP003471.1,0,0,0,0,0,0,0,0,0,0
