X	Control_49604	Control_49605	Control_49606	Control_49607	Control_49608
KCNJ16	55.8	70	45.2	8.5	34.5
CYP20A1	3.9	3.2	7.1	4.6	4.6
PLEKHF1	59.9	69.2	16.5	103.7	150
EXO5	22.9	7.1	22.1	9.3	21.9
SOX18	1.8	14.9	53.8	88.9	80.1
SLC35G2	121.4	94.2	113.3	168.1	137.9
KIF16B	55.8	41.6	31.6	32.5	48.9
ZNF12	17.6	30.9	27.7	75	30.6
CADPS2	155.6	157.9	97.3	207.5	176.7
CARMIL1	224.9	165.1	211.6	280.9	250.5
MARCH1	105.1	85	32.3	79.2	35.2
COG8	56.2	68	32.9	17.2	110.7
MAP7D3	12.7	15.5	53.5	17.7	15.1
ABCA7	46	52.5	50.6	11.4	63.6
CPEB1	13.2	11.4	10.1	11.7	18.7
RAB3IL1	211.1	157.3	112.2	155.1	60.2
TMC5	29.9	5.6	8.5	25.2	58.4
TSEN2	35.1	40.3	97.2	6.7	5.3
OGFRL1	182.1	26.7	49.4	22.1	13.5
SPATA7	77.2	17.2	7.3	6	48.8
PLA1A	54.1	69.1	80.4	75.1	12.8
CCDC28B	2.9	4.3	5.9	8.4	12.7
WDR59	24.7	4.8	35.5	10.4	5
TTC12	9.6	4.9	4.4	5.3	4.1
NCAPG2	52.4	48.5	37.2	84.8	115
TMEM143	26.6	62.7	16.5	187.3	92.4
DPH5	305.1	401.2	376.6	455.7	320.1
CEND1	98.7	98.6	53.7	33.8	178.3
MCPH1	3.6	3.6	2.8	6.2	7.6
SLC15A3	4.6	25.5	70.5	14.6	14.6
NINJ2	68.4	22	45.5	26.3	74.8
ZNF26	117.2	24.6	168.2	124.5	152.5
THAP10	106.2	63.8	38.9	105	12.5
DUOX1	15.2	40.6	46.7	48.7	36.3
RWDD1	624	187.5	191.4	119.6	215.7
EIF4B	65.2	228.7	194.8	289.4	334.3
TMEM50B	86.2	62.7	117.7	120.1	77.5
C10orf12	2.1	18.1	11.6	53.8	3.8
PIEZO2	68.5	87	146.3	39	38
ZNF226	69.9	97.3	102.2	106.8	44.6
ZNF3	6.9	35	19.1	39.8	14.9
ZNF3	24.4	42.2	104.3	121.2	8.3
PHF20L1	12.7	41.1	29.3	40.9	10.8
MS4A4A	140	185	419.8	189	237.6
FBXO38	4.3	6.3	6	11.5	24.3
WDR25	3.5	6.9	5.2	12.5	17.4
ARHGEF28	39.4	63.1	21.1	22.8	122.1
CEP85	64.6	81.3	74.5	176.7	22.7
FGG	39.3	48.8	55	61.1	91.4
SIRT6	92.2	151.8	118.4	171.6	126.8
SLC6A20	8.5	7	13.5	9.7	9.9
KCNK5	148.1	103.8	69.7	69.2	96.3
ACSS3	94.2	61.9	76.8	143.4	147.5
CAMKMT	11.2	7.7	20.7	94.1	15.5
IRAK4	61.2	91.1	137.4	115.1	106.6
DIRAS2	21.4	6.5	59.6	40.3	55.1
TOR4A	158.6	142.6	118.7	194.4	128.7
CLSPN	8.5	16.7	10.7	21	106.5
RAB20	103.4	111.9	226.8	143.2	62.7
ACTR5	51	59.5	18	126.8	65.3
BAG4	34.9	8.5	8	45.2	11.7
COL4A3BP	6.5	6.2	11.3	23.7	8.9
MAP7D3	134.1	239.1	180.3	212.4	138.4
ZNF767P	52.8	121.9	93.9	138.1	130.1
ZMAT3	54.9	55.4	169.3	120.3	126.8
FAM118A	58.5	73.2	156.5	181.6	113.2
PDZK1IP1	74.5	72.5	78.4	99.3	157.9
LRP12	32.1	62.9	27.4	27.3	8.6
SHPK	62.7	17.4	88.5	91	38.6
TTPAL	73.8	100	76.4	19.4	16.9
CHST11	28.6	8.8	83.4	51.1	16.3
ZNF606	108.5	119.7	130.4	93.6	138.2
ARMC9	6.6	74.7	49	20.5	24.9
ARMC9	9.3	100	39.7	52.1	89
FBXO22	13.2	13	3.1	26.6	21.7
PARP6	469.5	347.9	267.1	309.1	320.7
CLDN15	209.4	132.1	72.6	25.8	30.9
DET1	93.5	93	90	108.9	82.8
PEX5L	2.9	16.9	4.9	17.4	35.3
LRP1B	14.1	6.9	3	11.7	4.5
CEP83	65.3	54.5	73.8	51.5	82.4
CASQ1	54.5	62.7	44.5	90.8	95.1
DEF8	89.6	114.8	138.1	18.7	10.6
POPDC2	24	3	64.9	7.8	54.4
MREG	68.9	51.4	40.1	74.5	58.4
ALG6	147	232	198.6	298.8	216.9
ERCC6L	9.4	11	37.1	5.9	3.6
DPPA4	36.3	7.2	30.7	29.4	42.5
CXorf36	18.5	15.1	29.8	35.6	26.6
LSM14B	14.6	12.4	13.3	19.4	20.5
HACD1	31.6	16.6	5	15.4	15
SUGCT	5.2	42.3	16.1	8.8	20.5
PCDH12	17.2	14.2	125.1	78.8	86.8
KLF3	73.5	55.5	53	116.1	85.9
PTCD2	8.3	12.9	18.5	8	10.6
ATP8A2	34.3	9.8	20.6	16.7	52.9
ATP8A2	45.7	53.4	26.3	165.6	9.9
RANBP17	55.4	25.5	23.1	62.6	36
C2orf49	33.6	17.5	47.4	62.4	12.3
TMEM121	7	22.9	9.6	43.7	45.3
DECR2	96.9	109.1	56.8	196	184.7
NUDT18	48.1	75.6	47.3	24.6	36.8
MS4A6A	328.8	373.6	453.7	313.7	461.1
BANK1	202.2	117	39.2	75.2	63.1
GDAP1L1	3.2	71.8	4	17.7	12.8
CD177	48.2	38.7	47.5	114.5	52.9
BEND5	80.2	59.5	41.2	110.3	20.5
HPCAL4	55.6	40.1	24	70.9	15.2
AHSP	51.5	16.7	62.1	125.3	63.9
MCM9	101.3	83.4	10.5	51.4	48.4
HDLBP	26.9	44.4	53.6	55.7	104.7
UXS1	61.9	164.6	114.4	153	39
ZSCAN16	49	9.1	38.9	88.7	14.1
SPSB1	43.9	32.1	51.8	82.4	108.1
DCLRE1C	121.1	294.1	252.6	129.7	195.1
WAC	17.4	88.7	49.7	118	61.1
NLRX1	45.6	126.3	161.6	28.5	41.4
RAB11FIP1	37.3	51.9	4.2	24.4	7
TBX3	6.9	67.3	13.3	58.8	18.8
FZD3	15.1	44.6	42.2	64	53.6
RTP4	7.7	23.6	35.8	22.5	54
TMEM35A	54.1	69.8	60.2	63.4	90.4
STK32B	19.8	6.8	16.9	14.1	12.8
HHAT	57.2	95.2	49.2	55.5	15.2
BBS7	31.7	7.1	7.7	7.3	19.2
SEMA3G	177.5	188.4	82.4	164.7	269.1
IGFLR1	69.4	107.3	73.7	71.6	119.7
SAMD9	41.6	9.4	45.7	12.9	49.5
KREMEN2	79.4	13.1	19.4	97.1	40.5
AGPAT4	14.9	52.4	23.3	23.2	14.9
FAM105A	39.5	18.7	20.8	78.1	4.8
SMPD3	97.2	16.5	66.2	20.6	17
DENND1B	19.6	58.9	46.9	12.5	6.3
HS3ST2	102.3	133.7	107.7	218.6	5.5
METTL4	125.4	105.6	107.6	173.4	68.5
LGI2	11.1	14.7	15.4	24.9	30.3
PLXDC1	129.9	126	162.5	127.1	83
TMOD2	16.2	25.3	2.2	9.6	3.8
PLAC1	31.1	31.6	9.3	95.2	98.5
MNS1	48.1	49.8	26.8	70.7	32.2
YBX2	67.5	20.1	85.5	59.1	89.3
QSER1	32.6	32.3	50.5	43.6	42
AP5S1	83.4	137.8	154.5	166.6	174.9
CPNE7	106.8	156.4	167.5	207.7	280.3
NT5M	9.1	16.4	9.9	48.2	10.9
FAM173A	34.8	3.9	21.6	17.1	14.7
SH3TC2	28.7	61.9	25.9	35.1	56.4
ZNF586	104.8	161.1	92.1	131.8	45.2
SHPK	13.6	33.2	6	93.8	62.1
SHPK	65.9	92.6	30.5	28	50
CACNA2D3	13.7	15.1	7	10.5	13.5
TDP1	94.6	74.9	117.1	65.6	23.5
APOL6	69.5	136.2	74.2	81.4	128.9
DCAF16	39.3	77.6	92.7	143.9	80.2
FGGY	82.2	89.1	91.4	95.2	12.8
HIGD1B	18.5	25.4	20.6	10.2	8.8
GPATCH2L	37.8	88.3	77.8	57.1	41.8
219721_at	4	11.2	10	107.4	7.3
GDPD3	131.3	75.4	39.4	30.9	115.8
AGPAT3	15.1	80.6	110.6	78	82.3
TESPA1	48.6	43.9	51.2	108.3	94.8
TREM2	5.9	50.3	6.2	10.2	42.3
NLGN3	23.5	37.6	14.8	65	30.2
DUOX2	7.3	9.9	28.7	17	9.3
MYOT	66.3	5.9	5.3	32.4	19.6
PRRX2	21.1	89	23.4	30	30.1
LOC100996782	4.4	62.3	4.4	7.1	59.3
ENTPD1-AS1	78.9	78.4	64.9	154.8	79.5
PLPPR1	48	37	30.6	62	45.1
SLC27A5	5.8	16.1	13.3	20	4.6
SIDT1	47.9	47.4	65.2	48	89.6
TFCP2L1	108.2	182.7	189.4	97.4	216.3
TRIM36	9.6	6.2	23.1	7.3	7.9
PCDH9	30.8	13.6	17.4	8.9	35.2
PCDH9	39.4	29.6	97.6	127.8	124.9
RNF186	113.2	19	55	40	32.8
VASH2	12	12.1	9.4	37.7	20.7
ZNF552	221.9	410.2	236.8	181.9	159.8
PRR7	17.3	10	39.8	79.1	16
HEY2	31.8	39.9	46.7	49.3	33
FN3K	22.6	13.6	5.9	31.8	20
MFSD13A	7.4	100.6	52.9	104.2	7.2
DPF3	129.3	154.3	131.4	164	137.3
NDNF	123.5	108.2	76.8	108.1	53
TREML2	64.5	67.7	144.1	61.5	28.1
SH2D4A	74.1	17.7	130	88.8	53.9
TMEM144	33	6.7	18.6	15.9	30.2
SETD6	14.9	5.5	4.6	4	80.6
RASAL1	68.1	84.9	24.2	132.7	135.8
STAG3	57.1	20	25	53.8	63.6
RBM41	12.8	9.5	12.2	17.6	24.2
CBX8	5.7	9	14.9	15.3	12.1
POF1B	16.6	8.3	39.8	17.4	28.6
TMEM260	67.1	69.9	63.6	116.6	87.4
TTC26	5.4	11.8	6.9	8.3	53.1
ERAP2	6.4	185.1	72	43.6	54
LIN7B	15.1	44.1	20.8	55.7	21.1
CLEC1A	98.2	142.7	82.9	151.1	113.6
RPL36	2215.5	482.4	303.8	273.6	215
DENND1A	43.7	89.2	74.5	163.4	142
FZD10	94.5	77.9	87.2	120	72.2
ZNF329	105.3	45.1	8.5	32.1	35.5
B9D2	26.4	19.7	64.9	17.3	12
CRYZL1	89.6	96.5	83.2	92.6	146.8
VTCN1	40.7	8.5	53	82.5	3.7
INCENP	40.8	45.1	78	43.2	19.2
GTDC1	140.8	97.4	105.6	99.2	158
TBC1D8B	63.2	66.1	47.8	161.8	95.9
SMPX	22.2	8.5	4	29.3	12.7
NOX4	100.7	115.6	43.4	68.9	93.7
CCDC93	74.5	131.3	26.1	66.5	37
CPLX3	15.8	98	20.4	26	17.8
219776_s_at	27.1	18.9	13.6	11	17.4
GIMAP6	228.9	80	70.6	25.3	85.5
ZFPM2	257.4	74.9	125.3	78.1	109.6
ZFHX4	14.1	140.1	128.7	167.9	112.7
ZNF771	10.6	8.7	2.4	12.1	2.1
ZNF771	10.7	100.6	15.8	82.8	26.4
ZNF771	4	2.2	4.3	10.3	1.7
SLC35F6	76.8	133.2	62.3	178	84.7
C16orf95	17.2	13.5	8.2	30.2	27.1
C16orf95	35	10	17.3	10	26.6
TESMIN	47.2	85.3	48.4	13	57.7
ECT2	21.4	17	2.5	62.4	46
PILRA	29.1	2.7	58.3	23.4	38.9
NPR3	64.6	60.3	36.8	75.3	48.4
NPR3	5.2	10.3	11.6	14.2	8.4
HAND2-AS1	3.7	5.2	5.8	5.7	6.6
AGMAT	14.8	100.6	87.6	96.4	132.9
SNX16	2.2	13.6	30.4	1.9	25.1
VPS53	6	22.7	47.4	21	72.3
SLC6A14	17.5	48.1	54.6	64.8	73.5
CDHR5	2.8	5.1	6.7	9	4.3
MGAT4A	81.3	13.2	89.1	130.6	74.9
MEPCE	180.4	63.6	74.1	23.9	105.6
DHRS9	85.9	129.2	160.5	100.3	93.2
THNSL1	25.8	16.4	3.5	33.7	21.6
ZNF34	26.5	62	13.3	129.7	44.5
PYROXD1	77.9	120.1	87.1	82.7	179.4
ANGPTL3	22.7	69.6	24.5	63.4	57.1
SYNPO2L	14.6	4.9	49.3	16.9	20.4
CXorf56	46.9	5.8	3.7	9.5	52.2
SMCO4	60.6	41.5	194.5	36.5	22.4
MIA-RAB4B	11.9	10.5	22.5	25.5	23.1
SCLY	8.4	136.7	20.1	134.5	25.8
WDR55	154.5	192.6	177.8	205.6	129
VCPIP1	9.5	16.3	31.4	11.9	26
MIR1306	69.2	33.4	64.1	86.7	13.3
PVRIG	79.1	196.5	70	165.2	69.1
LATS1	47.3	16.8	74.9	61.2	51.6
MBNL3	35.9	56.3	5.3	13.2	3.2
GAL3ST4	168.9	124.1	147.8	69.5	76.8
RBM23	157.6	169.2	200.4	223.1	187.7
MAPKAPK5-AS1	38.6	102.5	63.2	151.3	20.6
GPATCH1	41.2	27.4	7.8	3.6	3.2
MRPS28	157.7	16.8	17.4	50.8	12.4
SLC6A16	83.8	88.6	57.2	132	77.8
GFOD1	147.5	218.2	111.2	267.9	145.9
MTRF1	77.6	7.5	6.9	17.8	5.9
LIN28A	64	51.5	50.7	28.1	3.6
SLC13A4	30.6	116.5	56	104.3	61.9
CYP26B1	86.9	16.7	9	80.6	13.1
ZNF419	41.9	46.2	16	15.5	16.6
UCP3	26.8	12.5	17.4	14	20.5
RABL6	24.4	121.4	11.1	14.5	59.4
ITGB1BP2	12.7	47.9	7.2	8.4	50.3
RAI1	4.5	51.7	34.5	140.8	5.2
CDKL3	55.5	14.8	34.3	17.9	25.2
HOXC13	6.6	31.8	7	37.9	15.7
EFHC1	157	26.6	48.6	54.1	35.2
CARF	14	1.2	13.7	32.2	27.3
PRDM8	3.4	6.8	6.2	5.5	5.1
ZBED2	104.4	107.1	42.3	93.3	128.8
CYTL1	57.9	74.4	16.4	25.8	16.3
TTC23	62.6	127.2	108.1	141.6	125.6
TCL6	6.2	4.6	7.2	12.3	7.2
TCL6	8.2	27.3	3.6	13.1	16.4
AICDA	17.5	4.5	11	50.4	5.4
ARL15	14.2	7	15.5	113.4	27.6
IPP	26.5	35	30	33.1	52.9
CCDC186	85.4	56.5	62.8	99.7	108
BARX1	17	17.5	46.8	13.9	6.3
GON4L	124.2	100.2	78.2	97.2	140.3
HDAC11	23.7	12.8	9.1	22	19.9
ZNF432	203.7	141	134.9	162.3	61.8
ZNF671	60.2	32.5	48.7	62.1	17.8
EHF	5	4.4	6.6	71.5	49.8
ZNF613	38.4	36.8	4.2	7.9	6.5
MORN1	15.3	17.7	12.1	10.7	16.4
FKRP	5	4.3	5.6	6.7	5
ZNF14	122.4	93.4	93.2	116.2	91.1
NUDT11	29.4	21.6	24.3	23.6	16.3
C1orf116	3.3	9.8	8.2	7.3	8.9
PLEKHS1	2.3	4.2	3.9	5.2	8.9
MFSD6	23.3	6.1	36.1	31	39.5
CLEC4E	121.5	131.5	58.5	146.3	70.3
LY6G5C	81.8	119.9	100.1	159	132.6
DNAJC17	2.8	6.9	14	5.3	4.9
NARF	94.6	45.5	25	64.8	12.5
HERC5	129.8	110.2	120	127.8	224.8
RCAN3	3.4	5.3	5.4	3.1	3.4
LINC00339	31.4	24.3	49.7	41.7	33.9
CLIC5	54.9	107.3	12.9	58.2	26.6
CHODL	20.1	21.5	21.2	18	116.8
ANKFY1	15	23.9	48.5	91.5	23.8
SLC39A8	105.5	84.4	100.4	97.9	235.2
ATF7IP2	113.7	122.6	66.1	86.3	147.5
KLF3-AS1	7.3	33.8	6.3	43.9	17.7
FAM198B	6.8	25.9	20.9	14	61.7
COLEC11	36.1	45.5	65.4	18.3	15.5
SLC12A8	31.2	248.1	87.9	79.2	32.3
DESI2	7.1	14.7	11.5	29.8	3.8
GOLGA2P5	31.6	10.5	34.8	25	10.9
ZMAT4	13.3	15.7	12.9	22.5	16.6
KLF13	2.2	2.9	1.7	3.5	3.8
C17orf53	19.6	13.8	8.9	19.1	29.4
CTC-338M12.4	61.3	40.1	51.8	33.8	63.3
CTC-338M12.4	17.9	23	5.3	9.1	7.8
TTLL7	28.7	58.4	9	55.5	12.6
TEX40	133.6	131.6	81.4	170.2	138.9
LHX6	84.5	131.4	145.8	185.6	114.6
SLFN12	83.5	93.4	44	34.9	89
CEP97	5.1	40.7	10.5	11.8	11.3
CCDC87	12.2	211.3	20.1	36.5	14
SPAG4	9.7	14.1	3.7	62.9	66.6
FRAT1	102.6	107	87	153.2	92.7
CLEC5A	8.9	72	57.4	16.1	13.2
PGPEP1	85.6	231.1	138.2	131.6	139.4
TM6SF1	56.8	169.6	140.8	171.3	144.6
CCDC71	55.3	170.3	95	181.6	74.6
MAGEL2	10.8	92.3	24.4	119.4	16.2
TMEM255A	140.2	46.6	26.7	60.8	50.9
CALY	4.4	10.6	2.8	35.6	3.8
RNF122	144.7	232.2	241.6	330	211.2
GPR85	23.1	4.7	20.2	60.5	6
NDOR1	6.3	30.9	55.6	40.5	13.3
ZNF446	15.6	90.6	127.6	39	39.1
FGD6	31.3	94.2	92.9	55.6	53
BHMT2	34.4	14.7	57.2	10.4	109.6
CYP2C8	36.5	54.9	20.6	15.6	10.1
ZSCAN5A	55	97.9	24.3	15.6	95.8
ERMAP	39.7	16.4	7.7	15	30.3
EBLN2	3.6	15.8	19.6	14.1	13.2
FRS3	90.5	98.3	84.4	70.3	105.3
DKK2	18.9	21.6	44.4	6.5	25.8
MMP28	4.2	3.2	5.8	5.6	25.1
FICD	77.9	126.6	133.8	213.7	161.7
SLCO4A1	16.6	46	52.4	28	86
ENPP3	32.3	22.3	16.3	84.7	97.5
CRNKL1	193.4	104.2	128.4	98.7	129.3
ECEL1	16	11.8	16.3	12.8	9.2
SLC16A10	42.4	6	27.1	73.6	28.1
RNF39	32.4	129.8	92.7	149.3	38.1
ZCCHC4	38.3	111.1	65.2	111.7	111
ASPM	24.8	10.8	15.4	3.9	2.7
SSH3	6.8	12.6	6.7	11.5	7
AMIGO3	17.5	77.1	108.3	37.4	24.1
DOCK5	51.8	73.6	38.2	103.5	9.6
LTBP3	1.1	7.2	24.4	12.9	4.4
TRIM45	108.6	162.4	88.7	182.1	106.3
ZMYM6	61.8	31	82.9	115.2	142
ZMYM6	2.2	2.7	60.5	5.3	2.5
POPDC3	90.2	6.6	63	49.7	158.3
FCF1	2.1	3.4	3.8	15.3	15.9
CABYR	69.6	130.2	115.2	116.1	167.1
ZFYVE21	5.1	60.2	27	71.7	87.4
KLF8	8.2	8.2	9.1	12.8	10.8
KLHL12	64.8	23.8	17.1	68.3	88.3
SLC27A6	21.8	46.8	41	54.4	80.6
GLRX2	128.3	92.7	96.4	140.8	75.5
SULT1E1	52.6	42.3	34.3	19	87
ADAMTS5	73.8	79.6	80.7	147.5	264.7
GPR87	46.4	53.6	44.1	9.5	70.2
TRHDE	38.2	2.2	24.4	14.2	5.7
PSTPIP2	36.9	49.4	92.5	51.5	79.7
CSDE1	489	679.3	593.1	475.9	1342.1
PCID2	72.4	77.9	103.1	190.6	101.7
TMEM19	9.1	41.6	56.7	130	85.2
MYL7	7.7	10.5	9.6	15	10.8
USP46	4.1	29.8	22.2	29.9	40.7
CLIP4	9.8	31.6	34.1	83.6	50.6
DDX25	14.1	8.6	7.7	59.5	13.5
MYH14	163.5	332	239.4	258.9	224.5
CLEC4A	97.5	26.9	107.2	56.8	51.9
UGT2A3	15.7	10.8	19.1	53.2	36
LRRC2	52.4	39	19.6	33.6	33.5
TIAM2	123.9	132.1	89	162.5	120.5
DZANK1	80.9	21.4	23.5	15.6	11.2
MCOLN1	4.9	29.8	34.5	15.5	5.1
AKIP1	5.1	9.5	39.3	15.5	57
GBA3	33.2	32	13.1	134	47.6
L1TD1	52.2	132.3	114	186.6	79.5
GALNT6	87.1	98.8	79.5	100.1	82.8
RUFY2	32.3	64.5	2.8	49.1	52.5
TMEM74B	87.5	121.6	75.9	127.2	113
MOCOS	47.4	88.4	80	69.9	89.5
UCHL5	248.7	122.2	89.5	188.4	128.8
KIZ	76.5	67.2	14.7	18.5	21.3
ACE2	27.2	11.9	15.6	39.1	11.3
DUSP13	76	104	48.6	115.5	69.7
ST7L	60.5	7.7	6.6	110.9	84.1
MAGIX	5.5	4	35.2	10.4	20.2
BANP	203.7	103.5	39.4	198.6	44.2
MRM1	56.1	72.7	106.4	67.7	51.5
ZNF589	75.4	115.8	74.2	121.3	96.4
TXLNG	24.6	22	2.4	77.8	79.5
GIPC2	85.8	69.8	65.7	44.8	39.4
IL21R	8.9	8.2	81.8	13.9	13.8
PCNX4	45.9	3.2	38	36.9	33.2
ARSJ	44	45.1	88.8	74.4	40.4
ECHDC1	91.5	188.3	188.9	164.2	170.2
OLAH	40.2	44.8	51.9	48.4	62.3
HOOK1	52.8	63.4	13.3	70	46.6
AIPL1	52.9	21.6	91	111.6	50.8
NUSAP1	2.6	7.9	10.1	7.4	5.5
HIKESHI	106.2	57.9	47.8	122.5	108.9
ABHD18	21.9	67.1	47.7	64.7	41.4
ZNF587	169.3	169.5	130.7	193.8	168.9
SERF1B	34.4	43.2	68.8	82.9	104.5
HRASLS	44.3	43.6	11	13.9	74.6
HRASLS	3.5	6.2	31.2	62.3	16.8
HS3ST3A1	11.9	7	2.5	70.6	2.8
ACAD10	94	106.6	185.7	177	163.9
ERVMER34-1	52	108.3	48.3	48.1	53.8
RNF220	82.4	184.4	185.2	132.8	110.9
ANKS1B	7.6	9.9	7.9	7.3	6.3
E2F8	38.5	4.5	6.2	53.7	18
SLC2A9	142.5	205.5	166	199	158.9
TAC3	141.8	184.6	129.7	145.3	175.3
SOX17	83.6	10.9	49.8	140	105.4
APBB1IP	52.1	37.2	32.5	53.4	12.6
ZNF750	4.2	2.8	13	18.6	11
ASB7	78.9	33.3	4.7	105.1	72.4
COPS7B	51.4	95.1	41.9	15.2	66.1
LGALSL	7.6	9.6	39.9	26.2	9.3
MAN2A2	119.3	67.9	26.6	40.1	82.9
SIGLEC5	26	67.6	30	116.8	80.3
PADI4	23.6	42.2	51.9	73	12
KIF26B	7.7	8	6.6	5.1	6.1
LRRC36	66.9	30.5	8.2	20.2	66.8
DDX43	59.6	41.1	12.8	3.6	43.2
P2RY13	6	15.9	58	33.7	13.2
EFCC1	6.9	16.2	6.9	7.1	13.2
METTL8	10.2	17.4	7.3	17.2	54.4
PEAK1	15.6	12.1	25	13.9	20.5
LONRF3	65.3	146.3	80.2	83.3	64.7
KCNE5	3.7	4.4	14	7	17.5
AUNIP	50	43.1	20.2	60.8	19.8
ERO1B	7.7	32	48.8	46.3	103.4
EPHX3	24	7.7	4.5	13.7	5.7
PRR16	32.9	2.5	38.6	6.4	32.7
CASZ1	116.6	149.5	121.3	193.7	184.7
AHNAK	9.8	9.5	5.1	7.9	26.7
CYP2C9	97.6	70.2	74.5	142.4	128
CBLL1	62	3.1	12.5	49.3	87
ZNF224	56.5	66.1	89.2	100.7	82.1
XPNPEP3	21.3	92.4	49.2	58.9	100.3
TMC7	39.2	100	53.4	52.7	108.5
ZNF334	5.2	9.5	16	14.2	28.5
APOBR	10.7	45.3	24.8	45.2	18.3
PRX	48.5	56.9	95.5	98.6	78.5
TBR1	41.1	105.4	56.4	61.8	98.8
CLCA4	9.6	6.6	6.6	40.1	44.7
RASIP1	92.1	185.4	104.1	86.8	109.7
ACVR2B	89.5	139.1	63.2	86	40
ELOVL2	23.4	65.6	12.9	70	12.7
STYK1	1.9	1.4	3	11.8	5.1
OTUD7B	13.4	6.9	7.2	6.4	8.5
CPED1	86.6	92.5	100.7	194.8	86.4
220033_at	99.8	184.9	22.5	39	26.2
IRAK3	18.8	10.1	3.7	25.9	33.8
NUP210	3.4	10.4	11.8	13.4	4.3
LMBR1L	67.5	109.1	132	89.5	23.6
LYVE1	8.3	127	145.3	136.4	154.6
C8orf44-SGK3	1.6	3	2.6	2.5	2.4
CDKAL1	17.5	4.3	4.2	9	14.1
ZC4H2	103.4	34.6	64.9	46.5	44.8
PIGZ	86.5	91.3	21.8	104	68.1
HIVEP3	18	35.9	66.5	23.7	74.5
MELTF	13.5	6.9	3.8	5.4	6.9
LUC7L3	432.1	186.8	169.7	141.8	231.5
NEUROD6	37.9	79.9	59.9	82.9	118.6
CCNL1	1165.9	283.5	1163.3	660.5	467.3
SIRT4	32	22.2	21	101.8	13.7
EDAR	132.5	181.2	192.9	165.7	205.1
PDCD1LG2	4.9	8.8	6.2	13.8	10
SPACA9	64.3	88.4	43.5	68.6	163.6
PRSS21	16.2	33.2	34.6	71.3	40.2
TINF2	79.7	126.5	53.7	27	120.8
GDF3	51.4	155.3	143.3	97.6	55.5
IL23A	58.2	4.7	36.2	122.5	51.3
ZNF287	20.3	5.2	80.8	12.6	10.3
IL22RA1	80.9	139.5	100.2	126.3	129.6
XAGE1B	3.7	8.4	6.7	12	5.9
GID4	7.5	4.9	19.9	36.8	5
STAP1	74.9	142.9	66.6	221.6	11.1
PARPBP	35.1	21	68.5	42.6	6.9
ACSM5	5.3	19.7	26.3	61.6	181.5
MAGEC2	53.2	113.9	42.8	22.8	101
GSTCD	100.8	57.5	32.1	50.9	115.4
LOC100506124	8.3	10.8	6.9	4.8	5.3
TNMD	8.5	10.3	14.5	16.7	78.6
NOD2	6.6	13.9	8.7	6.5	8.1
SPTBN5	96.3	117.9	109.7	86.4	123.5
VPREB3	64.3	130	128.6	30.7	15.1
TUBA8	34.1	39.6	99.5	102.9	12.4
KDM8	47.7	84.6	66.6	151.1	52.8
HAUS2	401.7	756.6	672.6	771.4	849
CSPP1	3.3	3.2	5.8	6.2	7.3
PLEKHG6	54.3	112.6	108.2	151.1	82.9
CDHR5	14.4	13.1	16.6	18.5	9.1
CDHR5	1.9	4.6	3.1	11.3	5.4
ANKH	53.7	10.7	38.5	9.7	9.1
CCDC134	10.2	4.1	26.9	13.6	80.5
USP48	15.1	103.2	42.3	88.9	73.3
USP48	348.8	221.5	153.2	182.1	175.1
FBXL8	2.4	9.1	6.5	10.4	4.7
HSD17B7	125.3	206.6	211.2	179.9	216.8
PPP1R14D	94.4	170.6	97.9	139.4	141.7
UCHL5	21.3	9.3	50.4	45.9	32.1
C14orf105	9.1	2.1	6.2	2.7	27.1
HELLS	3.6	3.1	2.9	4.2	5.9
IKZF5	19.6	72.2	23.4	25.9	50.8
BCO1	49.3	99.5	21.8	66.6	9.9
C5AR1	146.7	82	518.3	248.8	142.2
L2HGDH	3.4	18.9	14.7	14.8	2.1
CRNN	11.9	22.2	57	12.9	36.3
SLC2A6	6.7	8.2	16.4	6.5	20
ANTXR1	4.5	19.5	34.1	6.7	25.3
ANTXR1	3.4	11.9	41.9	11.8	9.3
MCUR1	149.8	123.1	76.6	68.6	107.9
CNTLN	35	16.8	38.9	48.9	4.7
220096_at	72.7	92.8	119.7	111.6	111.7
TMEM104	43.2	43.9	45.7	61	23.4
LOC101930373	20.5	102.9	20.5	18.4	16.6
C7orf55-LUC7L2	222.9	204.3	232.3	205.9	244.6
SLC22A11	6.6	11.6	4	6.8	5.4
BORCS6	24.3	117.6	93.5	55.2	159.9
FOXL2	38.5	46.3	30.6	59.4	7.3
MRPS18C	26.7	26.2	44.7	55.6	25.5
ZC3HAV1	73.3	12.9	104.4	28.5	28.2
RSPH14	4.8	6.2	4.8	8.5	3.6
NPC1L1	21.1	97.6	17.2	14.8	29.1
ZC2HC1C	36.6	13.7	67.6	73.5	36.7
GNA14	13.2	73.5	66.5	7.1	90.4
TF	3	26.7	16.5	68.9	32.5
NXF3	7.3	5.5	12.6	15.5	12.5
ANO2	22.9	7.7	39	9.7	17.8
ANKRD55	72.5	62.5	47.6	104.6	9.1
POLR1B	119.3	212.6	223.9	167.8	293.5
STAB2	47	84.2	117.7	125.5	71.5
CDH10	65.6	34.6	62.6	92.6	76.4
KCNN2	7.6	9	5.6	9.3	9
ZNF385D	5.7	10.7	20.1	28.6	28.4
ZBTB32	2.3	9.2	9.8	19.7	33.3
