Name,logFC,logCPM,F,PValue,FDR
BICC1,0.30339077,3.360236431,2.536674561,0.133146155,0.475776545
MYO15A,-0.686544724,0.070746577,2.534969454,0.133266559,0.47607936
PCDHAC2,-0.479013248,1.291911215,2.530470052,0.133584922,0.477042557
ERCC5,0.535105427,0.814913165,2.530149354,0.133607649,0.477042557
CLCN6,0.187843224,4.268564286,2.529571151,0.133648637,0.477061313
SNORD50B,-1.930852367,-1.793257126,2.525146399,0.133962815,0.478054952
IPMK,-0.39827416,2.787512075,2.5227898,0.134130514,0.478519988
LSR,0.21730565,7.351679899,2.522211685,0.134171693,0.478519988
DPM2,0.211762144,4.43936886,2.521718156,0.13420686,0.478519988
SLC38A6,-0.350079343,2.089503872,2.520987291,0.134258958,0.478519988
SSR2,0.132467224,7.236280503,2.520388239,0.134301679,0.478519988
PHACTR1,0.804543115,-0.209749171,2.5202969,0.134308194,0.478519988
ZNF703,-0.225437374,4.274665707,2.519130284,0.134391444,0.47868884
TMED6,-1.647542848,-1.682000602,2.516202939,0.134600618,0.479306014
CELSR2,-0.18739513,6.82856952,2.514862539,0.13469653,0.479519646
LRRC58,-0.338750832,4.24734222,2.513726488,0.134777886,0.479681358
GPKOW,0.206096549,4.617156373,2.512301137,0.134880044,0.479705183
UCA1,0.352789422,2.594021203,2.512038552,0.134898875,0.479705183
PMAIP1,-0.429666484,3.730589418,2.511691435,0.134923773,0.479705183
ABI2,-0.198802636,4.859281525,2.511628157,0.134928312,0.479705183
NDUFAF2,0.181846576,6.92221898,2.51086553,0.134983035,0.479771968
IGFBP2,-0.162645562,6.977656423,2.50900499,0.135116654,0.480066146
RC3H2,-0.140071362,6.087681303,2.508711848,0.135137721,0.480066146
GPRC5B,0.330495065,2.170398595,2.50763983,0.135214799,0.480160459
MAPK11,0.342396249,3.729264755,2.50668292,0.135283647,0.480160459
MAP3K6,0.225986168,5.157839753,2.506436869,0.135301356,0.480160459
GCDH,0.28147676,3.065863039,2.506342656,0.135308138,0.480160459
GON4L,0.131538589,6.490139761,2.505749348,0.135350857,0.48018441
ZNF30,0.420148683,2.022782145,2.50491435,0.135411005,0.480198632
CDC42,-0.142858325,8.582907105,2.504695078,0.135426805,0.480198632
KIAA1107,-0.297315558,2.856734206,2.504017642,0.135475635,0.480244218
STYXL1,0.176522654,4.994991993,2.502971411,0.13555109,0.480365501
ZBTB25,0.295623336,2.360730862,2.502545613,0.135581813,0.480365501
TMEM214,0.133370966,6.596205024,2.49942741,0.13580707,0.48103592
SHC2,-0.743935377,0.210779986,2.497725592,0.135930202,0.48134435
FAM171A1,0.173271877,5.077749998,2.497110484,0.135974741,0.481374382
ARL16,0.193528764,4.315789823,2.495736414,0.1360743,0.481490949
USP6NL,0.183719661,4.397960397,2.495660524,0.136079801,0.481490949
PLA2G4B,1.067835634,-0.80135949,2.493500564,0.136236492,0.481615479
SLC38A5,0.155868124,7.520268115,2.49282474,0.136285564,0.481615479
STX2,0.202036861,4.462191599,2.492642957,0.136298767,0.481615479
KAT2B,-0.29541207,3.131345981,2.492392189,0.136316983,0.481615479
YPEL1,-0.752324839,-0.239931859,2.492337686,0.136320943,0.481615479
ZNF658,-0.392305468,2.085426398,2.492193027,0.136331453,0.481615479
AEN,0.182854193,4.680250465,2.490149102,0.136480058,0.481655129
URB1,0.139907108,6.187250849,2.489901069,0.136498105,0.481655129
AP2S1,0.148861195,5.8926529,2.489785711,0.136506499,0.481655129
C14orf93,-0.305906188,2.950141506,2.489679463,0.136514231,0.481655129
ISCU,-0.168332263,5.348346681,2.489557992,0.136523072,0.481655129
PARP3,0.219359026,3.770890269,2.488623436,0.136591112,0.481678868
RASD1,1.70413259,-1.48197334,2.488211884,0.136621088,0.481678868
FZD2,-0.78968927,0.259585379,2.487678057,0.136659983,0.481678868
SFN,0.17592948,10.20404868,2.487484021,0.136674124,0.481678868
RNASEH2B,-0.34339581,2.660785807,2.486545621,0.136742537,0.481792787
SOCS7,-0.169428306,4.899852472,2.484611124,0.136883703,0.482040076
BMP3,-1.044547475,-0.883211844,2.483839834,0.136940037,0.482040076
ZC3H18,0.137288352,6.578807012,2.483477187,0.136966534,0.482040076
CHD7,0.166181306,5.790496506,2.48314733,0.13699064,0.482040076
BRE-AS1,1.657331789,-1.489463332,2.482751299,0.13701959,0.482040076
FEM1C,-0.194550218,4.291114937,2.482232412,0.137057531,0.482040076
ZNF841,-0.178933031,5.745591481,2.482123759,0.137065478,0.482040076
TMEM45B,0.387475229,1.802702001,2.481564672,0.137106376,0.48205692
LOC100270804,-0.603865029,0.893566059,2.47906239,0.137289608,0.482574058
EFEMP1,-0.157394034,9.019916781,2.478220546,0.137351321,0.482663894
PDAP1,-0.138699907,8.205793115,2.47759672,0.137397073,0.482697613
PPM1N,-0.577426213,0.576202282,2.476720606,0.137461361,0.48277078
CCDC74A,-0.523720042,1.531249393,2.476327407,0.137490225,0.48277078
IL18,-0.425708051,6.193288916,2.475646404,0.137540234,0.482819387
CHMP7,0.157057979,5.435245294,2.47468432,0.137610923,0.482940541
ARID5B,-0.188184598,5.184016385,2.47332964,0.137710533,0.483070837
TMBIM1,0.1303763,10.29426072,2.471505245,0.137844822,0.483070837
LAMA2,0.419653383,1.630873231,2.470119289,0.137946946,0.483070837
LTBR,0.175704744,7.590993847,2.470062256,0.13795115,0.483070837
PSMD6-AS2,-0.345984682,2.078638246,2.46996689,0.137958181,0.483070837
ATG12,-0.15117381,6.198772282,2.469914048,0.137962077,0.483070837
FKBPL,0.269020067,2.864734792,2.469020822,0.138027953,0.483070837
ZNF878,-1.182020523,-1.187424963,2.468851195,0.138040467,0.483070837
CYP2E1,0.372439952,1.708318659,2.468660672,0.138054525,0.483070837
SNAPIN,-0.206677073,3.748990719,2.468247634,0.138085007,0.483070837
GALM,-0.394207763,1.61033592,2.468161707,0.13809135,0.483070837
DLEU1,-0.35164096,2.008478313,2.467798677,0.138118149,0.483070837
VPS26A,-0.230157468,5.883369599,2.467794526,0.138118456,0.483070837
CEP85L,-0.269895642,3.37498057,2.467250295,0.138158645,0.483084836
ROS1,0.401256931,2.104125188,2.466662287,0.138202082,0.483110185
MGRN1,0.190698894,5.675525257,2.465642222,0.138277477,0.483247203
ACOT7,0.213150024,5.961269575,2.464959732,0.138327949,0.483289348
PLEKHM3,-0.189247036,4.135297322,2.464500288,0.138361939,0.483289348
VBP1,-0.375631367,3.729999448,2.463434189,0.13844085,0.48343849
FAM111B,-0.295592488,2.382975189,2.462855949,0.138483673,0.483461569
EFNB3,-0.835961643,0.180346747,2.461392614,0.138592118,0.483713668
REN,1.335187186,-1.007855269,2.460752936,0.138639557,0.483752765
BIVM,-0.340495443,2.225743837,2.456627071,0.13894601,0.484357965
CRABP2,0.133733015,7.705448239,2.456623728,0.138946259,0.484357965
ETV1,-0.649453164,0.220978073,2.4561237,0.138983456,0.484357965
LOC642423,-1.159751239,-0.971535517,2.456004775,0.138992304,0.484357965
SEC61A1,0.138134404,8.479607141,2.455300721,0.139044704,0.484357965
NRF1,0.225956312,3.369792479,2.455090707,0.139060339,0.484357965
ATP2B4,-0.133569452,8.321421671,2.455001612,0.139066972,0.484357965
DOCK11,-0.699354844,0.009405586,2.454137643,0.139131319,0.484455689
KRR1,-0.158464089,6.460083967,2.452725831,0.139236548,0.484591195
IPO7,-0.168780697,8.038691761,2.452340501,0.139265285,0.484591195
TDRD6,-1.674966732,-1.679738985,2.451695499,0.139313405,0.484591195
SAMD5,-0.389477494,2.183612277,2.451252896,0.139346437,0.484591195
MRPL16,0.176901862,5.230531508,2.450700004,0.139387713,0.484591195
RFX3,-0.372269911,1.978777737,2.450234353,0.139422488,0.484591195
FIBIN,-0.562967397,0.596679856,2.450209722,0.139424328,0.484591195
CYP4F11,-0.388564697,1.572732134,2.449401724,0.139484696,0.484668371
AIFM3,-0.357995229,1.89218642,2.44894087,0.139519142,0.484668371
ERLEC1,-0.161498559,5.896101233,2.448236278,0.139571827,0.484694683
DGKD,0.26228308,3.31917853,2.447853084,0.13960049,0.484694683
FAM3C,-0.164428346,7.784849818,2.446727431,0.139684731,0.484694683
CYP2D6,0.766030948,0.014457627,2.446330605,0.139714443,0.484694683
PPARD,0.178581125,6.895551259,2.445661575,0.139764555,0.484694683
CLMP,0.212471709,3.906456218,2.445500496,0.139776623,0.484694683
KPNA5,-0.553342322,0.84187834,2.445123139,0.1398049,0.484694683
SDHC,-0.141170877,6.49634151,2.444514453,0.139850527,0.484694683
FBXL15,0.367925076,1.944765096,2.444475112,0.139853477,0.484694683
SCAMP1,-0.162549074,5.471736383,2.443322435,0.139939934,0.484868445
GPR87,-0.131904936,6.512518121,2.441472753,0.140078808,0.485223687
PAPLN,-0.248864288,4.63488415,2.440577648,0.140146074,0.485330761
NOVA1,-1.746501471,-1.63731097,2.439919255,0.140195576,0.485345664
EPB41L1,-0.152209107,5.805969836,2.439115314,0.140256051,0.485345664
GNPNAT1,-0.284839568,5.199108253,2.438419035,0.140308453,0.485345664
MFAP2,0.165037816,6.321252908,2.438010735,0.140339194,0.485345664
HHEX,-1.009462003,-0.887068492,2.437084611,0.14040895,0.485345664
FBXO34,-0.184904634,5.310375164,2.436992692,0.140415876,0.485345664
IQGAP1,-0.133561394,9.703402156,2.436902363,0.140422683,0.485345664
ATXN7L3B,-0.133069901,6.256692796,2.436656364,0.140441221,0.485345664
FAM222B,0.159607717,5.866184652,2.435472456,0.140530482,0.485528452
RFX5,0.130024624,6.674462247,2.433658791,0.14066736,0.485736452
POLG2,0.29913426,2.824257759,2.433226609,0.140700001,0.485736452
TPD52,-0.233770482,5.025284206,2.432806234,0.140731759,0.485736452
TMEM167A,-0.302021216,6.531824371,2.432747143,0.140736224,0.485736452
MRPL52,0.162415829,4.947617992,2.431159443,0.140856256,0.485963796
KIF18A,-0.388719113,1.865277084,2.430913007,0.140874898,0.485963796
SNORA60,-2.054137913,-1.444717059,2.430196822,0.140929093,0.486025158
DND1,-0.658225041,-0.012228764,2.429029311,0.141017495,0.486188173
NUDT6,-0.447095958,1.20354947,2.428610828,0.141049198,0.486188173
JAK1,0.136384741,7.339826927,2.427854032,0.141106554,0.486260324
ABCB11,-0.596688778,0.588414257,2.426364608,0.141219518,0.486491444
SF3B4,0.15390149,6.666806801,2.425704258,0.141269637,0.486491444
TCTN2,-0.272773974,3.044944901,2.42510083,0.141315456,0.486491444
USP33,-0.229515104,4.953316363,2.424866512,0.141333252,0.486491444
EPB41L4A,-0.180228016,4.885938635,2.424569317,0.141355829,0.486491444
MOB3B,-0.19987158,4.894142639,2.423864434,0.141409393,0.486550359
GINS3,0.239121151,3.004045801,2.422838471,0.1414874,0.486575813
AKT1,0.158367521,7.432484679,2.422154927,0.141539402,0.486575813
EGF,-0.855239825,-0.633944087,2.421940765,0.141555699,0.486575813
IDH3A,0.157942495,5.184374811,2.421850343,0.141562581,0.486575813
ANKZF1,0.139080324,6.84218742,2.420385137,0.141674151,0.486654638
TWF2,0.209331759,5.021404163,2.419947421,0.141707503,0.486654638
FBXO21,0.183784167,4.891163997,2.419360914,0.141752206,0.486654638
RAB6A,-0.202572897,8.044460755,2.419157507,0.141767714,0.486654638
SLC27A1,-0.235609162,4.156712171,2.419156622,0.141767782,0.486654638
ATP11B,-0.162542767,6.059305563,2.418148498,0.141844672,0.486682295
ACO1,0.140177478,6.414748478,2.417669444,0.141881228,0.486682295
IER5L,-0.29311807,2.484964164,2.417617335,0.141885206,0.486682295
C11orf95,-0.204457279,3.667739733,2.416841957,0.1419444,0.486760273
RDH11,0.124566021,7.765229745,2.416293259,0.141986308,0.486778945
ZNF114,-1.07751566,-1.021995026,2.415339002,0.142059228,0.486903899
ARHGAP35,-0.129407323,6.948089238,2.414670043,0.142110374,0.48695418
EDEM2,0.189707063,4.642629115,2.413491417,0.142200542,0.487138116
ARMC10,-0.180387763,4.561731212,2.412086445,0.142308119,0.487381578
LPAR1,0.175323069,4.876508318,2.410049386,0.142464273,0.487748482
NAAA,0.196165783,3.992578672,2.409180239,0.142530963,0.487748482
CAMK1,0.521432899,0.696749333,2.408907927,0.142551866,0.487748482
MBOAT2,-0.143492262,7.323437937,2.408775106,0.142562062,0.487748482
DRAP1,0.251655928,6.951866772,2.408308032,0.142597927,0.487748482
TRIM46,0.360477926,2.294940212,2.404833681,0.142865057,0.488537015
NR1D1,-0.194095842,4.950738095,2.402622808,0.143035364,0.488885513
NOC4L,0.286668412,3.208886114,2.402156351,0.143071328,0.488885513
PQLC3,-0.273874696,2.583811076,2.401762823,0.143101678,0.488885513
RNF168,0.186359061,4.452255335,2.401396693,0.143129922,0.488885513
SFR1,0.349507542,2.734298082,2.400926424,0.14316621,0.488885513
MGAT3,1.079357745,-0.857462657,2.400661035,0.143186693,0.488885513
COL4A1,0.127487295,6.570154948,2.399975408,0.143239629,0.488941202
MUC15,-0.320777849,2.517333631,2.397963224,0.143395123,0.489346854
RASAL2,-0.136223272,6.574302631,2.396504137,0.143508007,0.489379073
ANAPC7,0.144866998,5.728153785,2.396356066,0.143519468,0.489379073
SCRN3,-0.177928264,4.998421625,2.396172974,0.143533643,0.489379073
HIST2H2BA,1.363641401,-1.400958915,2.395946278,0.143551195,0.489379073
WDR78,-0.35787806,2.48776209,2.394371411,0.143673204,0.489669972
PPT2,-0.275886177,3.055026641,2.392815334,0.143793884,0.48991003
SPRR2C,1.719696991,-1.685323601,2.392432875,0.143823565,0.48991003
CA5B,-0.279237405,2.908782707,2.392044246,0.143853732,0.48991003
FBXO17,-0.220907029,3.686174268,2.39097798,0.14393654,0.490067025
PNPLA4,-0.15147985,5.828264915,2.387795155,0.144184074,0.490609407
ENGASE,0.200852251,4.303681317,2.387566499,0.144201877,0.490609407
APPL1,-0.197544064,6.129356694,2.387512389,0.144206091,0.490609407
CDKN2AIP,-0.24064689,3.517899307,2.386839066,0.144258534,0.490662784
IDNK,-0.681110382,-0.157630528,2.381386588,0.14468408,0.491962888
LDOC1,0.158091214,5.64128635,2.380997881,0.144714476,0.491962888
SH3BGRL2,-0.23947191,3.844275077,2.379312461,0.144846366,0.492285891
C15orf39,0.260453984,4.59464397,2.377779318,0.144966468,0.492429421
FAM8A1,-0.242511621,4.05259352,2.377277574,0.1450058,0.492429421
TNS4,0.127674489,10.46172628,2.377123417,0.145017887,0.492429421
TOR2A,-0.313899819,2.892272482,2.376189492,0.145091141,0.492429421
VPS72,0.132103964,6.384150602,2.375321277,0.145159282,0.492429421
LEKR1,-2.236415701,-1.927603866,2.375141277,0.145173413,0.492429421
NPM2,-0.819226989,-0.141987066,2.374711895,0.145207132,0.492429421
REEP3,-0.156595711,6.351925612,2.374700217,0.145208049,0.492429421
GGT1,0.311166891,3.165058027,2.374366982,0.145234224,0.492429421
CSMD3,-0.281977402,2.709891363,2.373679484,0.145288244,0.492429421
NCAM2,-1.221046404,-1.056994218,2.373428543,0.145307967,0.492429421
SNRNP25,0.236641365,3.632980619,2.373044178,0.145338185,0.492429421
GPR146,1.171453448,-0.996014814,2.372663551,0.145368116,0.492429421
MIS12,-0.298098651,3.897175163,2.372187792,0.145405538,0.492431238
CCBE1,-0.185890096,4.285716063,2.371486676,0.145460709,0.492493144
ZNF772,-0.232995297,3.443801477,2.370569421,0.145532927,0.492602449
TMEM14C,-0.193809965,5.586601054,2.370053017,0.145573604,0.492602449
BICD2,-0.129193013,7.698109782,2.369266603,0.145635577,0.492602449
NFATC2IP,0.135014274,6.503085031,2.369203019,0.145640589,0.492602449
PRSS22,0.192934923,5.600899177,2.368604587,0.145687772,0.492608181
METTL13,0.159486317,5.36778841,2.368217906,0.14571827,0.492608181
BRCA1,-0.251431421,4.049402797,2.366973039,0.145816507,0.492608181
FAM120C,0.3968248,1.624543727,2.366781462,0.145831632,0.492608181
PDIA4,0.122505281,8.714327325,2.365648095,0.145921153,0.492608181
SLC35B3,-0.251152964,4.344704696,2.365537713,0.145929876,0.492608181
DEPDC7,-0.30875719,2.471222493,2.365480268,0.145934415,0.492608181
RELA,0.166132956,6.939089785,2.365420037,0.145939175,0.492608181
NOP10,0.156313473,7.68901648,2.364974644,0.145974379,0.492608181
FZD3,-0.231428041,3.647056092,2.363564553,0.146085903,0.492859946
MYO5C,0.167991503,4.869514462,2.362832777,0.146143821,0.492930774
PLOD3,0.168446602,6.46425358,2.360624365,0.146318781,0.493313072
RNF19B,0.175351535,5.134258136,2.360469395,0.146331068,0.493313072
ELAC2,0.148114739,6.715436437,2.359895565,0.146376577,0.493333852
VPS33A,-0.18435626,4.740963593,2.359316095,0.146422551,0.493333852
SGTA,0.187745118,6.333203203,2.358994238,0.146448094,0.493333852
SLC10A6,0.465983891,0.992704768,2.35826627,0.146505887,0.493351965
NSG1,-0.162767201,5.139148663,2.357995616,0.146527381,0.493351965
UBE2A,-0.165477567,6.636004293,2.355635744,0.146714959,0.493858976
SPG7,0.144897819,5.986746068,2.354377318,0.146815108,0.493992054
UBE3A,-0.194740689,6.469122152,2.354209122,0.1468285,0.493992054
C19orf73,1.003791166,-0.704821789,2.352904107,0.146932458,0.494104513
UNG,-0.16305033,4.864914107,2.352737058,0.146945772,0.494104513
VANGL1,-0.136833635,6.3376384,2.352395975,0.14697296,0.494104513
PICALM,-0.146904307,7.724107455,2.351549264,0.147040482,0.494157536
GINM1,-0.20501728,4.257129979,2.351167714,0.147070921,0.494157536
FBXL5,-0.225359181,5.172563558,2.350798236,0.147100405,0.494157536
DAD1,0.126075829,7.219165176,2.349183587,0.147229337,0.494157536
PPP1R2,-0.182934243,4.834789558,2.34867104,0.147270294,0.494157536
SOCS5,-0.24236865,3.758132632,2.348390677,0.147292703,0.494157536
DOCK4,0.198023847,4.084472168,2.348102017,0.14731578,0.494157536
UBE2L3,0.173515265,8.372220399,2.347909381,0.147331183,0.494157536
EXT1,0.134775764,6.192246742,2.347875613,0.147333883,0.494157536
IRAK1BP1,-0.529590676,1.070008495,2.34722565,0.147385869,0.494157536
MRPS31P5,-0.300984709,2.205585518,2.347100226,0.147395903,0.494157536
WNT7B,-0.250520958,4.600085495,2.346184639,0.147469179,0.494279071
HPS4,-0.177352876,5.168910449,2.345481616,0.147525474,0.494343643
YME1L1,-0.128683038,8.422899299,2.344685551,0.147589251,0.494367855
KRBA2,-0.668642525,0.463188307,2.343652656,0.147672052,0.494367855
PAK6,-0.216220898,4.074469067,2.34236628,0.147775255,0.494367855
LMBRD1,-0.230760303,4.423366332,2.342097442,0.147796834,0.494367855
TUBAL3,-0.581054273,0.403634307,2.342084403,0.147797881,0.494367855
GCNT1,-0.211607072,3.588500093,2.341471388,0.147847102,0.494367855
TMEM200B,-0.772072342,-0.15932377,2.341244712,0.147865308,0.494367855
ORC2,-0.159996988,5.412245749,2.341059834,0.147880159,0.494367855
ACTR1A,0.14132638,8.250199221,2.341029637,0.147882585,0.494367855
EHBP1L1,0.122040148,7.70485199,2.340640482,0.147913852,0.494367855
EFNA3,0.20252036,4.059382921,2.340314566,0.147940043,0.494367855
HPX,-0.702234678,-0.171697957,2.337982732,0.148127607,0.49474443
MAPK13,0.125896047,7.114367123,2.337971343,0.148128524,0.49474443
C6orf132,0.143139977,7.029058091,2.337531797,0.148163913,0.49474443
PLEKHH2,-0.38880225,1.387456724,2.336992022,0.148207385,0.494765839
KTN1,-0.148224292,8.007760602,2.335608947,0.148318848,0.495014155
HLA-DOB,-0.217829107,3.96552679,2.3339583,0.148452011,0.495334752
NAP1L2,-0.384512735,1.871326206,2.332702963,0.148553382,0.495349179
ETFDH,-0.171426613,4.717778567,2.33269448,0.148554067,0.495349179
BCL9L,0.160909663,8.438748085,2.332526368,0.148567649,0.495349179
ZNF621,-0.183397967,5.318004812,2.331328904,0.148664438,0.495378712
PDGFC,-0.199935817,4.00415706,2.331306316,0.148666265,0.495378712
ABHD4,-0.144785311,6.071233086,2.330769574,0.148709675,0.495378712
CATSPER3,1.087174751,-0.884724316,2.330580938,0.148724935,0.495378712
PDZK1,0.554539054,0.695294368,2.330083303,0.148765201,0.495389233
CDH5,0.796083624,-0.461040504,2.329532227,0.148809807,0.495414196
TIGD7,-0.377690705,1.918512436,2.328886716,0.148862079,0.49546466
ELOVL3,-1.169582566,-1.010198338,2.327162905,0.149001779,0.495806019
TNFRSF14,-0.322176906,2.799079199,2.326006365,0.149095598,0.495906795
MSTO2P,-0.364030109,1.519296804,2.324918251,0.149183933,0.495906795
SOS1,-0.139824692,6.780381602,2.324797548,0.149193736,0.495906795
RPL39L,-0.434371054,1.55106996,2.324628847,0.149207438,0.495906795
PAK1IP1,0.181331225,4.445642855,2.324111194,0.149249493,0.495906795
TMOD2,-0.166892408,5.152172342,2.323676671,0.149284806,0.495906795
OSBPL9,-0.147599126,7.255122424,2.323473576,0.149301314,0.495906795
