X	Mhex_1.2EC10_24h_run1	Mhex_1.2EC10_24h_run2	Mhex_1.2EC10_24h_run3	Mhex_1.2EC10_24h_run4	Mhex_1.2EC10_24h_run5	DMSO_24h_run1	DMSO_24h_run2	DMSO_24h_run3	DMSO_24h_run4	DMSO_24h_run5	NK_24h_run1	NK_24h_run2	NK_24h_run3	NK_24h_run4	NK_24h_run5
ciao2a_87209	237	231	257	256	312	159	256	231	285	0	169	307	296	277	249
slc2a1a_87210	1	1	0	9	2	5	6	0	2	0	0	1	0	3	0
cbr1_87211	105	53	80	42	44	139	72	107	52	0	183	78	81	51	58
birc5a_87212	179	112	205	183	153	179	165	254	145	0	156	187	208	187	173
shank3a_87213	13	13	4	6	18	19	13	13	16	0	34	13	14	14	13
col5a2a_87214	102	44	69	41	49	134	42	121	49	0	181	66	70	51	31
nfe2_87215	27	21	24	24	28	13	36	15	26	0	13	29	18	24	36
mpp7a_87216	28	18	9	23	25	37	12	23	13	0	29	24	22	20	3
mfap5_87217	0	8	1	4	2	6	5	5	0	0	1	3	8	2	5
rpl26_87218	25315	25467	36922	30444	37268	14612	32393	31210	36520	30	18809	33746	30360	36230	37332
sox13_87219	12	11	6	13	8	3	10	7	8	0	13	6	9	4	5
ntf3_87220	11	8	10	7	2	8	5	15	8	0	4	13	9	7	7
slc27a1a_87221	63	70	68	70	76	121	94	78	82	0	81	82	69	67	67
homer2_87222	106	92	91	95	104	189	101	180	56	0	305	104	157	60	77
tent2_87223	41	41	47	22	40	21	44	59	34	0	41	56	57	41	25
egfra_87224	86	65	82	76	104	102	64	69	50	0	84	82	61	87	52
dusp14_87225	1	4	3	5	6	11	5	2	2	0	1	4	1	3	1
tuba8l3_87226	1714	1365	2449	2155	1932	2769	1908	2501	2027	4	2089	1867	2332	2211	1869
nlrc5_87227	0	3	3	1	4	5	7	3	2	0	1	5	1	1	1
lrpap1_87228	2	0	68	38	42	5	7	153	1	0	0	4	112	114	59
rps2_87229	808	506	687	530	471	2369	483	1060	378	0	1947	576	1087	452	323
sod1_87230	108	92	105	100	127	121	115	91	118	0	109	99	107	128	111
kifc1_87231	646	586	884	1047	716	602	739	458	1039	0	516	755	766	729	472
stub1_87232	127	104	121	115	124	204	98	153	104	0	195	119	160	96	82
tsku_87233	39	25	47	44	21	20	26	23	58	0	17	41	33	58	68
arid5b_87234	17	18	19	14	11	35	6	21	9	0	29	13	21	8	4
hmmr_87235	64	71	117	104	103	119	97	167	142	0	81	82	147	97	90
me2_87236	29	21	64	16	23	18	45	33	17	0	5	51	67	33	22
gata3_87237	99	84	56	135	98	105	89	62	107	0	91	70	89	85	93
nuf2_87238	213	155	224	135	237	179	209	214	206	0	140	227	259	201	205
pcmt_87239	153	98	157	86	97	244	127	129	87	0	196	119	149	95	66
ank1b_87240	0	3	0	2	3	2	8	8	7	0	2	5	1	5	9
drd2a_87241	9	0	1	1	1	3	2	1	0	0	5	4	7	3	0
NCKAP1L_87242	5	5	0	3	0	0	1	0	2	0	4	6	3	0	3
mhc1zea_87243	110	58	59	39	50	113	69	46	26	0	83	58	63	34	16
slc16a7_87244	0	3	0	3	3	3	2	0	2	0	2	2	1	3	3
nup62l_87245	818	766	1159	734	1129	630	1106	899	1122	1	569	1019	994	989	1080
rhpn2_87246	27	22	37	28	30	32	35	31	15	0	98	30	38	33	20
sirt3_87247	20	18	33	27	28	52	14	35	26	0	53	19	25	30	17
aldh7a1_87248	6	10	3	11	7	7	6	11	10	0	10	7	8	13	9
acad11_87249	79	85	86	116	119	83	133	144	105	0	90	120	112	146	117
tmem167a_87250	208	174	286	187	298	141	169	244	274	0	130	310	309	369	236
blvrb_87251	77	43	93	62	85	92	88	109	89	0	74	86	119	106	72
vsig10_87252	3	2	4	2	0	7	5	6	4	0	4	2	2	3	3
scn4ba_87253	106	82	82	36	7	85	1	70	80	0	81	5	78	4	3
si:ch1073-159d7.7_87254	22669	25076	33211	22986	29333	22205	30748	29016	25933	20	25626	31000	30810	31645	23640
arr3a_87255	1	2	0	4	2	4	0	6	2	0	1	1	1	2	0
neil3_87256	75	102	100	146	159	72	107	153	52	1	27	155	124	75	157
adoa_87257	24	11	13	8	11	34	16	25	13	0	23	22	34	13	5
rad21a_87258	1914	1636	2095	2591	2109	2799	1785	2206	1906	2	2427	1868	2077	1916	1719
grb7_87259	7	11	5	7	6	14	7	3	4	0	10	9	7	9	7
eml3_87260	21	13	33	7	15	14	16	32	23	0	18	14	29	24	13
slc2a5_87261	0	3	1	2	1	4	2	1	0	0	0	2	3	4	3
abhd4_87262	12	10	14	29	24	16	17	25	37	0	16	16	23	25	30
cdc6_87263	10	10	5	6	8	19	10	17	11	0	18	9	12	14	9
me1_87264	0	0	3	0	3	0	2	3	1	0	4	1	3	3	1
vamp1_87265	37	36	41	39	39	38	32	70	41	0	58	44	44	45	40
abcc2_87266	7	5	3	5	2	8	0	4	9	0	5	3	4	5	4
mat2ab_87267	14	7	13	8	14	22	10	19	16	0	25	6	17	9	8
cdca8_87268	12	3	17	16	6	3	12	1	16	0	2	6	2	9	25
hells_87269	557	685	926	1090	966	595	1058	1063	1060	0	577	1034	961	931	1003
hsd11b2_87270	11	11	7	5	8	9	21	9	6	0	10	14	15	10	13
scp2a_87271	214	100	162	230	167	307	186	210	132	0	161	194	137	133	148
zwilch_87272	105	74	80	98	115	95	109	90	103	0	94	92	93	62	70
ifi35_87273	1	1	2	0	1	8	0	4	2	0	1	3	2	4	0
coil_87274	28	14	15	17	6	24	8	19	5	0	21	12	14	7	16
cd4-1_87275	2	1	0	1	2	2	2	0	2	0	2	0	2	0	0
jkamp_87276	3	5	4	0	3	8	6	0	5	0	6	5	1	3	4
mrto4_87277	8	10	5	25	8	12	12	10	2	0	14	20	20	11	2
hadhaa_87278	59	49	95	141	168	73	56	95	102	0	91	99	94	145	85
gstp1_87279	133	86	145	77	76	138	87	195	78	0	133	107	145	125	86
grinab_87280	41	72	72	86	71	123	90	90	83	0	94	91	105	79	71
sema3fb_87281	2	5	0	2	1	3	4	0	6	0	2	5	1	1	4
ppiaa_87282	10881	10849	16474	18520	12159	3992	19155	5796	19746	13	10441	18627	11662	20078	16466
zgc:112038_87283	2	4	0	0	2	1	0	1	0	0	0	0	2	0	2
taf7_87284	796	572	699	1019	848	809	726	606	643	0	514	824	528	600	447
copz1_87285	2	10	17	15	16	6	16	12	25	0	4	21	5	32	12
GPR89A_87286	5	3	6	10	13	10	4	21	5	0	3	7	12	6	9
tpx2_87287	120	77	96	59	85	213	72	144	63	0	190	102	150	65	41
knstrn_87288	137	122	147	113	104	230	111	159	118	0	171	96	190	125	82
pebp1_87289	352	275	353	379	340	408	310	435	361	0	462	360	467	349	290
rgs2_87290	25	22	3	6	6	33	59	21	8	0	28	9	7	8	17
gem_87291	8	7	14	4	13	16	5	12	8	0	22	11	8	9	4
nr5a1a_87292	3	3	0	0	0	5	2	7	1	0	1	2	2	3	3
atg4c_87293	226	223	219	303	335	380	289	253	325	0	359	260	261	222	301
crebbpa_87294	3	1	38	7	5	10	7	153	34	0	10	6	39	1	4
lap3_87295	199	248	339	264	255	103	306	185	328	0	128	348	198	365	331
ca9_87296	9	11	9	12	10	12	7	10	12	0	5	7	12	9	6
kif5c_87297	80	75	110	74	135	70	86	70	111	0	89	108	56	76	125
ube2j1_87298	98	74	105	118	118	132	95	94	120	0	80	121	124	130	121
atf4a_87299	1594	1301	1412	1963	1723	4181	1795	2118	1238	0	3183	1533	2101	955	869
orc6_87300	112	107	93	162	58	76	113	135	101	0	132	153	151	85	59
ttf2_87301	0	4	0	1	2	17	6	4	3	0	6	4	2	3	8
smim19_87302	72	57	147	37	97	63	103	165	93	0	64	70	147	120	97
lrrfip2_87303	268	221	280	295	340	390	286	360	279	0	362	289	373	293	224
btr12_87304	13	7	25	14	12	31	10	15	12	0	14	15	22	19	5
pgrmc1_87305	8	4	4	9	5	7	5	10	6	0	6	5	6	9	6
cdc45_87306	5	1	3	4	1	7	4	7	1	0	9	3	4	4	2
bmp6_87307	42	18	26	21	27	49	28	39	15	0	34	30	24	24	14
zgc:101040_87308	32	30	56	58	66	51	37	47	60	0	44	45	55	61	50
gpatch8_87309	132	85	79	87	121	176	85	114	66	0	197	84	126	96	65
hgfb_87310	48	29	52	40	55	75	40	47	52	0	56	48	54	46	56
smarcd2_87311	11	24	17	26	27	30	43	36	32	0	38	35	37	17	20
med24_87312	19	45	26	74	68	11	92	64	59	1	35	73	60	63	47
vegfbb_87313	0	2	0	2	2	1	0	1	1	0	1	0	0	4	7
fam69aa_87314	37	18	34	39	38	41	44	39	39	0	37	23	40	27	27
rps3_87315	682	594	637	546	610	1333	608	691	619	0	1133	627	901	431	393
csf3r_87316	22	17	27	21	45	23	17	16	36	0	23	28	21	23	60
pde6ha_87317	1	12	0	7	5	6	4	9	3	0	3	12	8	6	3
gtf3c5_87318	3	1	3	0	3	3	0	1	2	0	1	4	2	2	1
lyn_87319	3	8	7	6	18	5	6	12	17	0	12	10	6	5	17
fgf3_87320	11	7	11	11	8	21	3	10	10	0	14	14	22	9	5
tex10_87321	56	44	56	34	53	72	58	39	51	0	50	47	56	46	32
fzd5_87322	36	28	37	45	46	33	54	38	48	0	45	39	63	39	50
fgg_87323	21	16	20	13	12	9	20	21	9	0	14	10	22	27	14
slc35f2_87324	26	8	3	8	0	12	12	48	13	0	9	10	22	0	0
polg2_87325	52	34	54	55	65	54	35	36	49	0	51	71	42	56	48
haus1_87326	41	22	39	40	33	28	22	36	31	0	22	38	33	29	14
stx1a_87327	0	2	2	2	1	0	0	0	1	0	0	1	1	1	3
pdgfab_87328	5	5	4	4	2	5	1	9	1	0	1	2	9	5	1
fgl2a_87329	0	1	0	2	0	1	0	1	3	0	2	0	1	1	3
olfml2ba_87330	0	0	0	0	2	1	3	0	0	0	4	2	0	2	3
pbk_87331	87	84	92	69	68	134	79	102	53	0	109	80	102	60	35
gpx1a_87332	26	7	23	29	12	24	32	6	14	0	6	26	41	40	27
sult1st2_87333	3	2	0	0	3	1	0	3	0	0	7	6	1	4	1
cfhl5_87334	7	2	5	3	2	4	6	0	4	0	2	0	3	2	3
hp_87335	0	0	0	3	5	6	1	4	1	0	2	0	4	1	1
coa6_87336	1	3	2	1	4	1	1	8	4	0	2	0	6	3	1
rps7_87337	23399	17531	23669	19090	20198	18743	17628	21650	18111	17	20074	19926	23342	19734	14642
adh5_87338	44	30	41	59	23	27	55	41	44	0	15	64	37	40	31
rfc2_87339	32	20	25	22	13	23	10	40	18	0	34	36	36	12	15
csnk1a1_87340	892	621	798	620	661	940	687	921	650	1	977	779	894	703	467
bloc1s2_87341	138	82	124	114	99	157	104	167	80	0	123	123	145	93	77
dna2_87342	90	120	122	154	149	96	169	113	198	0	76	111	180	149	155
mbl2_87343	1	0	1	2	2	3	5	2	0	0	0	2	0	3	3
idi1_87344	562	452	556	623	729	405	715	536	711	1	580	594	631	582	793
ifit9_87345	4	3	14	10	18	2	4	10	4	0	4	8	2	4	8
cidec_87346	5	2	4	0	3	10	4	4	1	0	4	9	4	7	4
cyp2aa7_87347	113	62	161	142	247	69	168	276	107	0	59	84	173	134	253
sh2d1ab_93401	3	2	6	0	2	0	3	9	3	0	5	2	0	0	2
tmem14ca_93402	187	121	171	118	152	92	108	151	185	0	106	162	180	207	126
lck_93403	2	3	1	2	3	0	1	0	0	0	3	2	2	1	1
agtrap_93404	37	25	17	14	7	13	26	31	13	1	26	18	22	27	25
f3a_93405	7	2	0	1	3	0	1	4	6	0	1	3	2	3	0
birc6_93406	1241	1161	1502	1574	1714	2438	1510	1457	1484	1	1844	1376	1567	1329	1279
dmtf1_93407	1	0	0	0	0	1	0	0	0	0	4	0	2	0	0
dmtf1_93408	6	5	7	16	8	4	3	12	5	0	8	2	7	11	8
myd88_93409	39	16	35	26	40	40	42	26	45	0	35	24	33	47	41
ostf1_93410	18	7	14	10	6	14	19	18	4	0	19	16	19	7	9
ca7_93411	2	5	1	3	1	7	5	6	5	0	2	0	5	1	8
zgc:103697_93412	0	1	1	0	1	0	6	4	2	0	4	2	5	1	1
eml3_93413	30	11	19	18	18	18	20	10	27	0	23	17	40	18	22
arf4a_93414	9	14	16	8	14	9	14	16	12	0	22	10	25	12	19
pcdh2ac_93415	3	2	0	0	3	10	4	13	3	0	8	1	1	2	2
scn4bb_93416	1	3	0	3	2	12	2	2	6	0	7	5	4	6	2
scn4bb_93417	27	9	22	33	27	41	12	24	19	1	17	27	34	26	16
rnaseh2a_93418	240	134	208	164	206	105	123	183	141	0	97	139	227	174	134
rad51ap1_93419	78	49	83	67	90	49	84	71	106	0	65	89	79	70	62
btr21_93420	2	0	0	5	4	0	1	11	1	0	1	1	4	2	3
ube3c_93421	102	62	97	97	90	88	88	99	65	0	118	115	118	89	78
ccna1_93422	9	4	1	2	2	13	7	1	7	0	10	16	7	18	11
bambia_93423	26	15	28	17	17	44	16	32	32	0	24	30	31	24	25
nfkb2_93424	74	40	68	50	47	107	55	59	45	0	93	47	58	54	47
nfkb2_93425	181	176	247	159	216	174	235	258	217	0	194	224	185	207	206
gna11a_93426	421	388	522	467	455	488	434	467	425	1	450	500	611	446	371
creld2_93427	10	4	12	11	9	15	8	23	13	0	10	10	11	7	5
lamb2_93428	133	159	233	191	206	247	189	143	200	0	127	194	215	194	187
mpc2_93429	962	1001	1558	2193	2108	770	1493	1345	2053	2	663	1281	1248	1985	2640
prkcz_93430	29	9	18	15	21	55	12	31	12	0	30	20	45	7	9
glod4_93431	6	1	0	2	2	0	4	9	3	0	3	0	5	2	2
ppp2r5a_93432	11	13	24	67	31	1	8	14	24	0	14	19	13	54	34
kif23_93433	242	171	265	210	217	430	196	319	180	0	380	203	357	166	121
fas_93434	10	2	4	6	14	0	4	18	7	0	6	3	15	2	5
zgc:103700_93435	1	0	0	0	0	0	1	1	2	0	1	0	2	1	1
orc6_93436	356	226	366	441	363	304	373	322	420	0	304	351	412	436	401
uevld_93437	69	25	55	60	58	78	35	65	48	0	74	46	52	41	41
nit1_93438	109	66	83	105	98	92	96	65	102	0	112	100	101	86	74
tfdp1a_93439	174	125	138	47	59	166	66	157	64	0	208	132	197	75	56
vsig10_93440	38	29	54	42	43	68	37	76	38	0	59	44	65	41	42
malb_93441	17	10	15	17	17	24	18	13	13	0	20	16	25	13	19
icmt_93442	20	22	8	12	12	21	26	9	19	0	6	31	1	4	10
btr26_93443	94	78	53	63	79	87	88	133	64	1	116	86	88	75	99
pdgfbb_93444	121	76	113	147	235	76	120	143	197	0	79	144	123	174	236
vtg6_93445	0	11	5	5	6	10	11	6	7	0	9	15	24	6	11
mpz_93446	92	10	69	85	58	67	37	56	59	0	110	38	54	19	31
polr2k_93447	21	31	35	22	47	31	42	33	37	0	27	15	29	41	43
bdh2_93448	10	12	19	9	4	20	13	27	11	0	32	11	12	11	5
mapk13_93449	2	6	3	0	3	2	6	1	0	0	7	4	0	3	2
shank3a_93450	34	37	62	42	81	100	57	42	62	0	79	36	53	37	35
shank3a_93451	37	33	61	51	59	111	65	75	41	0	66	58	68	47	32
shank3a_93452	1	2	0	7	0	1	2	0	2	0	1	6	1	1	1
mbpa_93453	0	4	3	4	2	0	0	11	3	0	3	4	6	0	2
si:dkey-219e21.2_93454	3	3	5	2	2	8	7	3	3	0	0	4	5	5	9
wnt8a_93455	10	8	4	5	15	32	12	11	10	0	23	9	3	7	2
onecut1_93456	3	9	4	12	10	10	4	3	4	0	2	9	12	4	5
hhip_93457	44	3	59	26	29	119	34	82	67	0	81	42	42	56	37
zgc:153184_93458	6	6	10	8	12	6	8	11	5	0	7	13	7	12	8
kif5c_93459	0	3	0	0	0	0	0	0	0	0	0	1	5	0	1
csf2rb_93460	0	1	1	5	0	1	2	0	1	0	0	3	0	0	0
ccl35.1_93461	5	6	2	5	3	5	3	9	0	0	3	7	3	4	6
si:ch211-162e15.3_93462	1	2	0	2	4	4	3	12	1	0	2	5	10	8	6
dyrk3_93463	352	203	347	302	274	135	255	323	305	0	140	280	346	357	271
mapkapk2a_93464	262	179	227	227	178	332	204	229	185	0	193	217	236	218	147
cd9b_93465	14	10	4	6	20	4	3	4	8	0	7	8	4	5	9
cd9b_93466	1540	1122	1897	1701	2051	1613	1617	1812	2229	2	1116	1617	1457	2198	2499
c3a.6_93467	6	4	3	2	0	12	8	5	3	0	6	2	1	4	7
