X	DMSO_24h_run1	DMSO_24h_run2	DMSO_24h_run3	DMSO_24h_run4	DMSO_24h_run5	NK_24h_run1	NK_24h_run2	NK_24h_run3	NK_24h_run4	NK_24h_run5	VPA_1.2EC10_24h_run1	VPA_1.2EC10_24h_run2	VPA_1.2EC10_24h_run3	VPA_1.2EC10_24h_run4	VPA_1.2EC10_24h_run5
depdc1a_86065	12	3	12	6	0	15	12	10	4	8	3	7	8	6	1
g0s2_86066	5	2	2	8	0	2	0	5	0	7	0	2	2	1	6
gpx4b_86067	20	16	18	9	0	23	25	17	15	5	0	4	7	8	9
ptger4a_86068	4	0	1	1	0	1	1	8	0	2	0	2	3	2	1
hcst_86069	5	5	7	4	0	2	13	6	4	2	3	4	8	6	10
tph1b_86070	13	2	3	14	0	0	7	9	10	5	0	2	15	8	6
cdt1_86071	4	4	2	5	0	3	0	0	1	2	1	7	5	3	5
pou3f1_86072	660	664	806	575	1	698	775	690	658	527	371	301	781	729	722
glrx_86073	55	49	51	60	0	57	64	44	59	43	33	27	50	62	45
jak2b_86074	4	14	12	5	0	10	11	6	7	1	3	7	7	1	10
rps6ka1_86075	34	24	29	29	0	30	27	22	29	27	23	24	43	38	28
mycbp_86076	159	159	143	173	0	152	204	224	195	121	79	82	154	167	188
plod1a_86077	121	118	107	112	0	145	104	113	83	98	75	51	120	104	132
dusp1_86078	371	257	397	244	0	341	274	364	317	246	181	152	309	211	282
pparab_86079	4	1	1	2	0	4	0	6	6	1	0	1	6	1	3
ctcf_86080	456	276	248	259	0	104	280	363	31	171	155	112	205	157	297
nt5dc2_86081	68	149	148	243	0	106	177	155	256	168	63	123	131	172	230
jade2_86082	7	2	10	2	0	2	4	6	3	7	1	2	4	5	2
pdgfrb_86083	6	10	12	10	0	13	12	19	9	7	10	5	10	7	14
lamc2_86084	2	0	6	0	0	3	3	2	2	7	6	2	6	2	2
mylka_86085	7	6	4	8	0	4	7	8	4	5	4	5	6	10	9
dck_86086	34	13	26	11	0	29	22	29	10	12	19	15	15	9	15
ppargc1a_86087	82	65	79	47	0	91	87	89	55	64	66	42	75	60	47
dla_86088	143	171	92	168	0	158	146	151	160	178	93	74	143	196	141
scn12aa_86089	0	3	5	1	0	1	1	3	4	5	2	3	4	0	3
nr2f6a_86090	106	65	96	33	0	112	64	64	39	34	78	31	47	49	34
cemip2_86091	633	784	732	854	0	687	789	792	698	750	349	528	820	873	879
tnni1b_86092	0	2	0	5	0	3	0	11	0	0	0	1	1	2	2
ccdc80l1_86093	29	21	50	13	0	36	18	32	23	11	17	10	17	25	19
aurkb_86094	124	100	122	62	1	158	77	129	54	44	106	52	93	54	77
clk2a_86095	110	51	72	38	0	80	51	63	43	34	57	31	41	32	38
txnl4b_86096	2	2	8	10	0	6	4	13	2	10	3	2	5	4	5
ighv13-2_86097	7	3	2	5	0	4	53	2	4	4	1	3	9	2	2
plekha7b_86098	33	16	48	15	0	46	26	51	12	16	7	9	22	13	14
dio2_86099	4	4	4	4	0	1	1	0	3	4	1	2	3	0	2
samd11_86100	49	7	10	5	0	44	9	15	9	6	15	12	17	6	13
psma1_86101	201	75	134	164	0	162	140	214	192	100	96	59	117	108	135
tmppe_86102	6	6	8	5	0	6	8	13	8	5	2	4	8	7	6
papss1_86103	50	5	26	5	0	26	9	12	14	3	15	11	14	5	12
eif3ea_86104	0	1	1	1	0	3	1	4	3	0	2	0	2	4	0
pgr_86105	0	4	0	0	0	1	1	1	5	5	0	5	1	3	0
rab25b_86106	6	0	0	3	0	4	1	3	1	4	0	0	2	0	1
ttk_86107	0	6	1	3	0	1	2	3	4	9	0	2	6	5	12
pdgfc_86108	0	0	0	0	0	0	2	2	1	2	1	3	0	0	0
m17_86109	1	0	0	0	0	0	0	0	2	4	0	1	7	1	1
usp22_86110	15	9	25	9	0	34	13	26	12	11	18	7	19	13	18
ugdh_86111	565	828	785	826	1	598	745	707	712	861	311	518	681	754	923
hspa5_86112	1165	1991	1677	1598	1	1332	1938	1633	1521	1965	788	1262	1606	1527	2339
eps8l3b_86113	0	1	1	0	0	0	0	0	1	4	0	0	1	4	2
slc26a2_86114	33	27	37	20	0	22	27	41	29	36	25	12	27	26	28
psmd3_86115	4	13	3	16	0	7	3	10	13	10	5	5	13	11	8
rac1a_86116	127	160	174	140	0	171	218	206	214	107	82	98	164	179	158
kif15_86117	9	12	20	11	0	16	19	14	8	7	16	8	19	22	11
btr21_86118	3	3	0	0	0	0	0	2	1	1	0	1	0	5	0
cygb1_86119	39	16	40	19	0	29	28	47	26	17	21	25	48	29	18
arl6ip1_86120	686	663	842	767	0	663	766	743	887	631	456	432	823	776	734
vegfd_86121	17	30	19	9	0	16	40	41	11	16	28	10	19	13	19
ppic_86122	1	0	2	2	0	0	0	0	3	1	0	3	0	0	2
sec11a_86123	8	13	6	7	0	6	9	8	0	14	8	3	2	0	9
gtf2h2_86124	43	24	45	18	0	20	24	26	19	17	10	16	15	15	12
tbc1d9_86125	0	2	0	1	0	2	8	5	2	1	0	2	7	2	1
phc1_86126	152	170	186	213	0	111	199	238	184	135	94	102	203	192	201
hoxa5a_86127	54	41	36	12	0	53	36	56	20	23	27	13	39	27	20
mmp19_86128	3	5	8	5	0	1	5	4	3	3	1	1	2	6	3
heatr1_86129	494	787	604	839	0	499	652	600	645	759	382	409	670	741	751
srsf1b_86130	1012	914	728	1012	2	783	953	772	919	1111	439	516	994	1026	1124
zeb2b_86131	72	179	147	148	1	78	168	132	126	198	65	78	132	187	239
si:ch73-211l2.3_86132	6	1	0	2	0	1	2	2	6	2	0	3	5	2	2
pdhb_86133	748	1020	1376	1528	1	745	1011	709	1850	1927	414	799	1885	2000	2133
lss_86134	5	9	6	6	0	4	4	1	3	0	1	1	4	4	2
sfxn5a_86135	1	6	0	1	0	0	2	3	2	1	4	1	2	5	0
ror2_86136	45	42	42	35	0	54	47	59	34	23	43	29	63	37	45
ctnnb1_86137	2876	5801	5406	5535	1	3630	5923	6183	5596	5059	2437	3170	5237	5719	5367
btr32_86138	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
polr1b_86139	31	92	97	111	0	78	29	112	147	61	45	78	128	94	140
cxcl12a_86140	308	384	470	459	0	346	371	395	369	296	175	281	311	367	397
glud1a_86141	47	23	34	18	0	25	20	16	14	13	7	10	22	15	13
drd6b_86142	3	1	8	1	0	4	4	2	2	4	6	3	6	5	1
tmem126a_86143	4	2	6	0	0	6	4	14	3	5	5	6	3	7	2
slc26a3.1_86144	3	1	9	8	0	0	3	4	6	7	1	4	8	3	3
kdm5c_86145	850	587	609	566	1	817	585	587	497	414	456	350	592	487	574
dsc2l_86146	178	311	203	332	0	163	213	205	345	298	133	176	235	342	368
psenen_86147	168	121	146	94	0	141	127	132	98	101	109	66	120	72	106
selp_86148	1	0	2	0	0	0	1	0	1	5	0	0	0	2	0
sgk2a_86149	270	274	279	330	0	194	274	213	374	320	106	207	328	351	317
greb1_86150	19	14	15	9	0	22	10	14	6	11	11	8	8	8	10
id3_86151	17	5	12	6	0	22	12	5	9	7	11	5	13	5	1
tgfbr2b_86152	267	214	235	179	0	228	226	219	191	242	105	141	214	225	252
pkib_86153	17	13	5	12	0	18	18	12	9	18	10	9	10	23	9
grin2cb_86154	6	4	0	10	0	0	4	4	1	1	0	2	2	1	8
agt_86155	0	5	3	2	0	1	3	1	3	8	7	5	13	4	5
BX957322.1_86156	0	3	11	3	0	0	5	4	3	5	3	3	3	2	11
arhgef2_86157	1	20	16	33	0	21	12	21	17	4	4	4	23	17	8
bard1_86158	8	4	14	8	0	12	2	8	5	7	2	4	4	0	3
myf5_86159	92	32	54	31	0	89	39	51	35	23	40	28	28	22	38
crhb_86160	5	3	1	2	0	1	4	8	11	3	1	5	3	3	6
slc6a6b_86161	0	2	2	0	0	1	2	2	3	4	0	1	6	0	0
id1_86162	3251	2939	3789	2875	1	4374	2989	4146	2742	2134	2247	1722	3388	2531	2692
hbae5_86163	39	23	57	30	0	34	24	54	29	28	22	25	53	52	41
mms22l_86164	86	125	101	95	0	107	125	158	99	80	88	74	99	72	83
mvp_86165	512	269	509	298	0	322	302	406	371	317	134	232	309	310	265
nolc1_86166	702	596	673	539	0	811	577	629	577	294	355	332	585	476	381
myo18aa_86167	157	116	149	116	0	108	129	115	123	130	82	69	112	133	142
rfng_86168	168	169	188	163	0	197	191	225	133	114	165	67	141	108	117
plekhh1_86169	337	272	330	242	0	371	307	398	232	224	232	144	310	223	239
si:ch211-79l17.1_86170	200	75	117	72	0	199	80	95	82	73	74	45	85	64	72
eif3s10_86171	521	401	542	473	0	449	554	662	468	300	280	287	482	470	374
gsta.2_86172	5	2	0	1	0	0	3	9	0	3	0	6	1	5	5
becn1_86173	45	49	55	38	0	72	53	69	43	33	51	50	53	52	45
ap2b1_86174	45	42	85	45	0	53	53	90	54	44	42	28	56	61	52
slc7a8b_86175	4	4	0	3	0	9	6	4	4	8	7	3	1	14	9
shc1_86176	167	108	99	97	0	118	148	132	99	95	82	51	111	93	124
ndst3_86177	2	5	6	0	0	6	6	5	0	2	5	0	2	0	0
scn2b_86178	8	1	8	4	0	5	2	4	1	3	6	3	10	6	11
skp1_86179	2907	4182	3162	3869	2	2758	3156	3319	2878	4911	2226	2503	2936	4106	4571
si:ch211-139g16.8_86180	0	2	7	3	0	4	3	6	6	8	7	0	7	6	2
ak2_86181	125	121	152	135	0	124	94	177	139	78	77	65	145	120	91
atraid_86182	49	33	52	42	0	30	35	44	52	33	19	23	25	26	53
rpl27_86183	1799	1959	1858	2192	1	1517	2357	2725	1979	1552	1357	1050	1945	1787	1803
krt18_86184	606	288	477	257	0	587	322	463	237	206	217	170	287	213	200
cenpw_86185	19	34	53	106	0	39	103	43	54	86	32	43	66	71	123
stk11_86186	63	9	10	12	0	30	21	12	8	6	13	9	23	9	18
per1b_86187	17	18	24	21	0	20	24	40	14	20	9	11	28	14	25
si:dkey-46i9.6_86188	1	26	7	15	0	14	18	33	15	34	4	11	25	38	29
hist1h2a5_86189	517	305	341	196	0	419	335	385	219	173	265	116	329	201	243
prg4b_86190	24	9	5	4	0	9	3	14	13	10	1	11	16	10	6
hk1_86191	45	80	98	53	0	113	75	142	64	46	84	17	93	48	67
chrnb3a_86192	10	0	5	0	0	15	0	14	5	4	0	5	11	1	6
GJD4_86193	75	107	115	122	0	50	85	87	68	136	44	44	69	95	164
nr2e1_86194	45	25	30	27	0	50	30	47	28	27	25	22	49	24	26
dnm1b_86195	21	12	6	5	0	15	10	7	13	0	14	10	34	9	11
pgm1_86196	7	2	8	4	0	3	7	3	2	8	2	0	7	5	1
eno2_86197	4	3	9	2	0	8	1	7	4	3	4	4	8	7	3
lgi1b_86198	12	15	13	12	0	2	17	7	16	4	9	5	14	12	1
CABZ01066312.1_86199	4	0	0	0	0	4	1	0	0	0	0	2	13	10	6
dynll1_86200	835	1115	1050	1513	0	927	1145	1143	1519	1128	496	775	1219	1501	1446
apex1_86201	174	67	91	36	0	127	60	86	49	41	88	37	74	50	31
ndufv3_86202	34	38	45	51	0	51	60	52	63	54	44	24	51	49	31
gal3st4_86203	116	96	140	137	0	98	136	151	120	139	47	78	132	120	150
prkar1aa_86204	43	36	26	26	0	39	40	42	28	22	14	23	46	27	25
mpz_86205	23	10	21	16	0	40	12	20	10	23	6	16	30	13	16
desma_86206	19	24	33	14	0	18	18	35	21	12	26	3	16	16	24
veph1_86207	9	12	3	4	0	7	6	5	9	7	5	5	9	3	3
asf1ba_86208	56	16	41	35	0	54	23	40	18	15	39	15	31	20	16
si:dkey-243i1.1_86209	24	15	14	5	0	8	9	9	6	4	5	10	16	10	9
sgca_86210	2	4	0	5	0	1	1	4	3	2	2	1	2	5	0
si:ch73-168d20.1_86211	7	8	7	6	0	2	1	3	3	2	3	3	9	5	7
msi2b_86212	330	200	225	204	2	388	233	204	183	126	116	114	235	185	177
pi4kab_86213	15	5	3	3	0	24	5	4	3	4	5	5	11	7	4
pclaf_86214	362	182	247	171	0	364	249	297	129	110	174	95	189	120	131
neurod1_86215	25	10	17	16	0	11	17	15	5	9	13	11	23	14	9
sos1_86216	52	18	39	9	0	54	24	18	8	7	16	18	29	10	11
apln_86217	12	12	20	10	0	16	18	18	9	12	16	6	21	15	11
pik3r4_86218	40	13	24	10	0	13	8	24	17	13	14	8	13	16	13
fam3a_86219	867	741	943	792	1	852	720	886	796	778	447	636	835	729	895
sfrp2_86220	9	17	19	12	0	9	16	18	19	12	7	8	17	12	14
lpgat1_86221	650	795	829	767	0	766	822	661	599	813	436	569	664	791	931
med21_86222	112	134	137	143	1	163	163	170	145	92	126	81	91	121	112
slc30a2_86223	9	11	14	19	0	6	14	25	14	16	5	8	22	20	14
adgrg6_86224	7	7	12	3	0	7	6	0	3	10	2	6	8	1	8
spcs2_86225	86	118	96	139	1	95	112	124	139	147	82	48	110	116	124
plekhj1_86226	20	6	21	2	0	4	7	12	9	1	6	4	3	7	11
ndufb3_86227	459	472	542	441	0	477	520	680	545	359	283	262	374	398	417
CDK2AP1_86228	140	359	253	359	1	153	408	426	409	460	124	233	356	381	560
znf395a_86229	1	6	2	6	0	5	5	6	0	7	4	3	10	5	7
paxip1_86230	155	95	141	103	0	151	82	175	109	66	70	62	150	78	83
avpr1ab_86231	8	2	12	5	0	1	11	2	7	3	2	2	7	7	8
rbm15b_86232	33	14	12	5	0	26	11	14	7	9	24	12	12	10	19
slc18a2_86233	3	1	7	1	0	1	0	3	2	4	0	4	3	4	2
dnajc15_86234	32	14	28	15	0	24	21	33	22	14	20	7	19	5	5
igf2bp2a_86235	58	22	46	26	0	42	26	47	24	16	25	16	21	25	20
mmp9_86236	5	4	1	8	0	4	7	1	1	14	3	4	1	11	5
nfatc3a_86237	130	34	46	12	0	63	52	48	26	26	33	17	48	43	40
creb5b_86238	73	28	72	37	0	59	35	43	31	20	35	21	42	31	34
ighd_86239	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
manba_86240	21	5	7	9	0	7	15	7	7	9	7	3	20	9	11
mrpl58_86241	32	15	32	9	0	37	20	36	16	5	16	8	14	9	12
nup133_86242	123	101	130	143	0	104	151	163	152	137	88	78	156	122	136
nfatc4_86243	43	22	33	5	0	53	13	30	10	16	22	13	28	14	18
apc_86244	2	0	0	1	0	1	0	3	0	0	2	1	0	1	3
slc22a2_86245	106	17	26	5	0	19	11	14	13	11	6	13	20	9	7
cyp39a1_86246	14	6	2	6	0	5	5	0	13	4	5	5	2	12	0
nr3c1_86247	72	38	57	25	0	37	19	35	38	46	28	9	44	24	33
dlg3_86248	11	13	3	2	0	9	6	4	9	7	10	1	5	3	3
akt1_86249	74	50	77	33	0	61	30	85	39	32	33	26	36	33	38
gli2a_86250	250	289	331	375	0	210	353	330	352	313	155	193	298	288	416
pcdh2ab2_86251	13	22	17	12	0	13	27	20	19	31	5	20	40	34	25
khdc4_86252	3	2	1	1	0	2	0	4	4	0	0	1	1	0	0
eif4ebp1_86253	11	19	15	18	0	15	18	18	20	8	8	10	11	14	11
ppm1ba_86254	5	4	12	4	0	1	3	0	3	1	0	6	5	2	2
tshba_86255	3	3	7	1	0	0	3	1	6	1	3	1	2	6	7
papola_86256	137	154	139	193	0	130	159	169	153	140	78	96	172	177	194
syngr3a_86257	2	1	0	2	0	0	1	1	1	0	0	2	1	2	0
hmha1a_86258	5	2	5	6	0	12	4	11	7	9	6	7	14	4	9
ccnb1_86259	839	830	606	1392	0	784	1008	795	800	1328	304	566	1167	1262	1238
tnni3k_86260	17	37	34	26	0	43	57	27	32	19	21	8	46	22	38
xpnpep1_86261	117	68	110	62	0	114	77	104	57	56	54	40	98	59	100
BX323596.1_86262	0	5	0	0	0	7	0	4	1	3	1	2	7	3	3
olig1_86263	2	0	4	0	0	1	2	2	0	0	0	1	2	0	1
dab2_86264	16	7	8	10	0	5	4	10	6	2	7	2	7	2	5
dlx3b_86265	177	126	209	92	0	309	130	172	67	65	130	82	123	92	93
ikzf2_86266	24	4	7	3	0	1	4	9	5	7	4	3	10	5	8
pparg_86267	53	48	87	60	0	62	56	76	57	52	32	43	66	73	68
rtn2a_86268	18	25	56	16	0	26	25	59	45	18	28	8	20	29	35
oclna_86269	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0
ndufa4_86270	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0
tmco1_86271	419	728	661	809	0	595	727	599	874	815	424	399	632	782	882
mxd3_86272	86	19	61	25	0	67	42	45	18	10	36	11	33	18	34
pparda_86273	64	18	48	22	0	71	34	38	17	18	27	16	43	38	22
vegfc_86274	24	16	17	13	0	15	19	17	12	10	11	4	19	12	10
rps27.2_86275	1585	4779	3545	7314	3	1493	5750	5399	8249	8126	1552	3333	4668	7398	8132
isl1_86276	37	10	11	6	0	38	8	13	10	14	8	3	21	12	9
ap1m2_86277	1	1	3	0	0	1	4	3	1	1	2	5	1	1	2
ccl35.1_86278	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
clic4_86279	211	291	242	376	0	265	359	372	415	259	169	197	436	336	269
cpsf4_86280	26	19	18	7	0	14	17	23	16	9	16	2	14	21	9
klhl21_86281	196	86	112	72	0	130	100	162	75	69	100	48	118	85	97
sec23a_86282	47	22	16	6	0	28	18	34	6	6	17	7	20	11	17
traf3ip2l_86283	60	103	85	119	0	46	108	93	100	120	37	74	97	108	110
scg5_86284	8	3	7	2	0	0	3	3	10	3	1	1	7	5	0
sptlc2a_86285	44	32	42	16	0	44	37	39	30	16	30	17	36	29	21
selenbp1_86286	5	6	16	7	0	8	5	14	5	5	4	6	9	5	5
aars_86287	365	236	133	199	0	113	237	261	72	130	120	72	211	159	216
ttc4_86288	45	38	60	72	0	73	50	54	64	38	21	36	52	39	37
nfyba_86289	1967	2122	2178	2303	1	1909	2273	2343	2225	2180	1061	1334	2465	2216	2555
dhcr7_86290	1	2	2	3	0	3	0	2	1	4	1	4	0	0	0
cpox_86291	170	238	156	168	0	309	196	180	129	146	99	97	129	146	171
rnf167_86292	155	50	56	51	0	94	47	62	32	42	40	40	43	35	43
pxmp2_86293	2	3	3	5	0	2	6	3	6	4	5	3	3	2	4
GTPBP8_86294	0	2	1	11	0	1	3	0	5	4	1	3	3	3	3
zdhhc16b_86295	4	3	0	3	0	13	7	3	4	3	6	4	7	4	3
hspb8_86296	64	83	110	65	0	65	88	119	90	86	42	33	76	69	51
rlbp1b_86297	0	0	0	1	0	1	2	0	0	0	0	0	1	0	1
rpl9_86298	24601	31326	29739	31326	18	27047	30055	33506	26815	28668	14638	19050	31565	31612	32306
paics_86299	78	39	50	35	0	52	45	43	49	40	30	27	33	42	47
scoca_86300	122	186	200	227	0	166	172	170	250	191	80	140	190	195	251
dpysl3_86301	13	3	3	2	0	6	5	14	8	1	4	2	11	8	5
kank2_86302	8	6	10	15	0	26	10	10	14	10	13	6	28	7	5
tatdn2_86303	1	5	0	1	0	1	2	3	1	2	0	3	3	1	6
idh3a_86304	606	872	933	1209	1	482	852	809	1105	1294	438	557	902	1218	1275
zgc:173581_86305	10	36	14	14	0	14	10	11	14	25	11	19	24	20	21
bnc2_86306	15	17	20	8	0	11	26	21	10	13	15	14	26	9	15
esrp2_86307	6	6	12	4	0	15	5	7	7	2	5	3	9	5	5
zgc:194224_86308	34	28	18	41	0	29	23	28	26	22	13	9	28	25	13
grin1a_86309	10	15	12	16	1	12	16	8	11	18	2	9	11	15	20
fcer1g_86310	10	3	0	4	0	1	10	5	2	5	3	0	3	5	8
slc10a1_86311	4	5	1	3	0	3	0	5	4	0	0	1	0	3	1
phkb_86312	38	16	17	13	0	26	15	22	10	10	15	10	14	6	7
rrs1_86313	440	362	420	394	0	383	408	491	471	477	224	265	394	446	417
selenos_86314	6	4	5	1	0	8	13	8	2	5	6	1	4	2	1
sec63_86315	641	859	784	977	0	540	747	707	887	1062	431	565	701	937	1228
arntl1a_86316	0	0	7	4	0	2	3	4	0	2	1	2	1	6	2
arpc3_86317	852	1729	2195	2317	1	971	1806	1695	2376	1753	739	1138	1947	2287	2255
st3gal4_86318	37	28	62	21	0	49	20	40	42	20	34	9	28	18	9
mrps16_86319	12	11	1	3	0	3	6	5	5	10	1	2	6	6	0
cyp2aa11_86320	29	29	17	40	0	35	18	26	31	35	19	24	25	24	44
smad4a_86321	159	70	83	68	0	119	76	74	41	56	62	39	93	70	59
pik3r3b_86322	11	9	25	7	0	34	9	16	16	18	37	11	21	16	7
ddias_86323	0	33	12	17	0	9	23	25	21	21	12	12	14	22	14
zgc:113436_86324	117	60	90	23	0	112	63	65	39	25	46	15	73	23	38
zgc:194990_86325	3	5	2	2	0	1	0	6	3	0	0	0	6	8	8
osmr_86326	10	1	1	4	0	3	5	1	10	1	0	1	6	10	2
BX120005.1_86327	0	5	0	0	0	0	2	1	1	11	0	2	5	1	2
p2ry13_86328	0	3	3	7	0	4	4	2	1	1	0	6	4	1	0
rpl11_86329	9151	19437	13692	31332	16	8730	21396	16826	29451	30439	5754	12467	18883	28883	28752
isg15_86330	4	13	4	6	0	5	8	5	11	10	1	3	7	7	5
gadd45bb_86331	61	33	39	53	0	85	52	75	46	18	42	27	44	30	21
npc1_86332	134	113	135	94	0	73	101	95	104	58	79	49	85	88	95
pabpn1_86333	2894	2793	3008	2501	0	2933	2748	2847	2341	2495	1926	1415	2744	2196	2799
abcg2d_86334	1	1	3	4	0	6	3	4	5	4	1	10	6	4	10
eif3d_86335	301	370	392	384	0	382	413	567	366	313	285	225	394	316	370
hat1_86336	134	249	299	308	0	167	326	329	326	265	146	136	285	283	305
puf60a_86337	138	164	246	116	0	135	200	240	165	116	102	79	167	132	185
mao_86338	0	7	2	2	0	2	2	4	2	4	0	3	6	6	6
tfam_86339	239	333	263	248	0	210	297	277	314	286	162	180	325	290	317
barx1_86340	5	18	26	17	0	3	12	24	26	40	13	7	33	25	41
mterf3_86341	0	1	5	0	0	2	2	2	3	2	3	6	2	6	9
nusap1_86342	91	78	129	82	0	87	113	143	81	70	56	61	97	82	81
hcrtr2_86343	0	4	5	1	0	1	8	6	2	6	0	1	6	9	1
sfrp1b_86344	2	17	26	27	0	7	35	20	19	34	10	10	18	28	22
cnpy2_86345	126	151	154	107	0	120	172	116	103	83	86	88	153	102	135
mrpl19_86346	45	25	18	20	0	47	32	44	30	14	22	16	34	24	24
zfand1_86347	41	22	43	20	0	51	29	20	39	17	25	16	26	25	25
gria1a_86348	8	1	10	2	0	1	0	0	0	0	1	0	1	0	1
prc1b_86349	27	54	53	64	0	33	47	62	74	49	21	35	41	51	64
dffb_86350	46	49	33	86	0	43	75	61	76	65	26	40	58	66	71
si:dkey-92j12.5_86351	22	13	6	19	0	24	9	8	5	5	6	15	12	7	8
sod3b_86352	0	4	4	0	0	3	2	0	2	4	2	0	9	4	2
si:ch211-113a14.19_86353	8603	8083	8607	7974	4	6873	10851	9732	8747	7157	4250	3839	9220	6647	9715
dnajb14_86354	15	37	25	18	0	17	31	42	29	21	14	20	26	27	24
chmp4c_86355	69	80	71	72	0	86	60	88	66	63	31	52	89	89	83
nfkb2_86356	56	35	44	38	0	57	41	43	40	20	24	24	35	37	22
yrk_86357	56	44	48	53	0	39	63	70	52	55	12	32	51	48	50
faima_86358	71	78	80	58	0	80	79	94	74	46	57	40	74	65	54
akr7a3_86359	36	35	22	24	0	16	28	25	22	21	9	21	34	29	28
wdr61_86360	289	596	451	440	0	280	607	518	394	376	218	229	397	470	504
pgk1_86361	243	149	211	203	1	183	188	227	190	140	91	103	191	187	154
hoxa10b_86362	165	117	182	96	1	123	82	167	77	81	73	62	107	82	78
sumf1_86363	4	3	14	1	0	12	6	4	14	4	5	2	8	5	2
wnt7bb_86364	6	6	8	3	0	7	2	1	0	2	4	9	5	12	6
cfhl4_86365	66	77	51	69	0	21	55	40	56	54	24	29	45	51	89
hsp90ab1_86366	1122	814	1093	853	0	1007	979	1475	1099	750	790	459	1129	819	898
nr4a3_86367	7	5	7	1	0	3	3	5	3	2	0	2	4	7	2
mcm7_86368	1186	756	724	565	0	992	742	703	416	535	577	337	734	594	677
rasgef1ba_86369	189	99	99	92	1	173	126	129	103	78	54	51	91	77	110
pole2_86370	9	1	4	3	0	10	1	8	2	7	0	4	12	4	1
ube3c_86371	34	17	22	8	0	21	12	34	21	17	25	8	11	14	16
prkaa1_86372	34	22	36	18	0	32	24	28	12	9	21	9	22	17	8
neurog1_86373	339	213	306	226	0	420	277	285	179	156	195	143	240	197	232
prkcz_86374	0	0	0	1	0	0	0	4	0	0	2	0	2	0	0
smtnb_86375	4	1	2	7	0	1	0	0	1	4	2	2	0	0	2
cyp2aa9_86376	28	15	30	16	0	21	19	18	13	15	12	10	16	6	15
zcchc8_86377	13	6	5	6	0	13	2	4	6	6	3	6	4	5	4
cct7_86378	38	30	28	36	0	25	32	29	31	20	18	11	31	44	13
mxc_86379	10	9	12	12	0	6	2	10	8	9	8	5	17	13	11
htra1b_86380	2	7	0	0	0	5	4	2	0	3	0	0	4	2	0
tcerg1a_86381	240	209	166	160	0	170	227	118	136	155	120	103	195	164	193
cdk19_86382	10	9	10	7	0	19	9	15	22	4	4	10	8	2	15
metrn_86383	83	30	15	29	0	77	15	43	26	8	9	23	37	16	22
stk25b_86384	5	25	25	22	0	6	14	14	13	15	14	7	10	15	30
ext1b_86385	94	78	108	55	0	76	60	73	49	20	54	25	71	29	38
myl9b_86386	18	16	60	9	0	30	18	27	16	12	20	8	22	19	12
icmt_86387	4	5	8	2	0	3	7	5	5	3	8	1	0	7	2
ssb_86388	28	32	103	54	0	33	35	30	65	55	54	22	52	36	46
cd36_86389	8	11	15	10	0	10	19	17	26	20	10	11	12	20	8
hmg20b_86390	0	2	2	0	0	5	0	1	4	1	1	1	1	0	0
litaf_86391	5	4	5	7	0	2	7	14	7	1	4	1	8	2	10
mybl2b_86392	0	2	6	2	0	6	1	8	8	7	3	5	4	1	6
plxdc2_86393	569	312	418	334	0	459	293	377	302	259	180	222	362	328	313
h2afva_86394	496	548	666	630	1	441	750	797	705	459	392	385	598	580	581
tdo2b_86395	0	1	5	2	0	0	1	1	0	1	5	7	7	1	4
psme2_86396	0	1	7	2	0	0	1	0	7	4	0	0	1	1	4
cyp2k17_86397	3	0	5	1	0	0	1	0	1	3	4	3	2	2	0
adamts5_86398	0	2	3	2	0	6	3	2	2	7	1	0	3	2	3
ech1_86399	5	2	9	2	0	0	5	10	5	3	4	1	10	1	2
psmb13a_86400	8	3	1	1	0	0	1	2	1	2	2	0	1	3	0
marcksa_86401	59	32	39	12	0	67	30	36	7	20	27	12	31	22	17
chic2_86402	14	7	9	6	0	8	10	15	5	5	8	5	11	3	2
nfkbiz_86403	4	8	6	2	0	2	0	4	2	9	4	1	4	1	4
saa_86404	7	0	0	0	0	0	1	2	1	3	2	0	6	1	5
ddit3_86405	97	50	38	34	0	43	21	37	17	21	23	24	24	25	31
timm17b_86406	14	15	22	15	0	16	23	31	30	21	16	9	25	27	15
oxct1a_86407	26	23	18	17	0	15	14	22	17	4	10	14	32	18	19
si:busm1-266f07.2_86408	0	0	2	0	0	1	0	2	0	3	0	0	0	3	0
cd79a_86409	8	0	3	5	0	4	6	4	4	7	2	3	4	2	5
znf143a_86410	11	10	12	6	0	14	14	8	9	7	1	6	14	10	7
si:ch73-160i9.2_86411	2	2	4	1	0	0	4	2	6	4	1	2	8	6	8
crim1_86412	80	63	46	55	0	28	48	32	46	58	46	23	43	54	21
gabra2a_86413	1	0	9	0	0	1	1	3	2	0	0	3	4	10	6
scn4ab_86414	7	18	19	13	0	4	16	18	25	16	8	3	12	19	24
psmb6_86415	36	33	54	52	0	37	52	87	60	41	31	27	51	47	46
abca5_86416	37	10	12	7	0	34	12	15	16	7	12	6	13	10	6
espn_86417	1	0	0	0	0	0	0	0	0	0	1	0	2	0	2
